"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi01g00368","Vitvi01g00368","16 x 10","CabFra_freeze_r2","Vitvi01g00368","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00423","Vitvi01g00423","34 x 37","Riesl_warm_r2","Vitvi01g00423","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00562","Vitvi01g00562","5 x 40","Tocai_acclim_r2","Vitvi01g00562","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00735","Vitvi01g00735","40 x 4","Sangio_warm_r1","Vitvi01g00735","Binding to a zinc ion (Zn)."
"Vitvi01g00780","Vitvi01g00780","12 x 5","Sangio_freeze_r2","Vitvi01g00780","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00833","Vitvi01g00833","30 x 38","Tocai_warm_r3","Vitvi01g00833","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi02g00071","Vitvi02g00071","1 x 18","Riesl_freeze_r2","Vitvi02g00071","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi02g00073","Vitvi02g00073","18 x 17","CabFra_accfreeze_r2","Vitvi02g00073","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi02g00301","Vitvi02g00301","1 x 9","CabFra_freeze_r2","Vitvi02g00301","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi03g00275","Vitvi03g00275","14 x 1","Riesl_freeze_r3","Vitvi03g00275","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi03g00550","Vitvi03g00550","29 x 19","Tocai_acclim_r3","Vitvi03g00550","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi03g00673","Vitvi03g00673","38 x 7","Sangio_freeze_r2","Vitvi03g00673","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi03g01047","Vitvi03g01047","32 x 9","Chard_warm_r3","Vitvi03g01047","Binding to a zinc ion (Zn)."
"Vitvi03g01088","Vitvi03g01088","33 x 7","Chard_freeze_r3","Vitvi03g01088","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi04g00359","Vitvi04g00359","5 x 3","CabFra_freeze_r2","Vitvi04g00359","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g01407","Vitvi07g01407","17 x 40","Sangio_acclim_r2","Vitvi07g01407","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00204","Vitvi10g00204","7 x 15","Riesl_freeze_r3","Vitvi10g00204","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00341","Vitvi10g00341","35 x 6","Sangio_warm_r2","Vitvi10g00341","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi04g01751","Vitvi04g01751","26 x 6","CabFra_freeze_r1","Vitvi04g01751","Catalysis of the transfer of an acyl group to an oxygen atom on the acceptor molecule."
"Vitvi05g00214","Vitvi05g00214","34 x 34","Tocai_freeze_r1","Vitvi05g00214","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi05g00359","Vitvi05g00359","1 x 36","Tocai_accfreeze_r1","Vitvi05g00359","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi05g00464","Vitvi05g00464","8 x 23","CabFra_freeze_r3","Vitvi05g00464","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi05g00546","Vitvi05g00546","40 x 17","Chard_warm_r3","Vitvi05g00546","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi05g00548","Vitvi05g00548","7 x 1","Sangio_freeze_r2","Vitvi05g00548","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi05g01835","Vitvi05g01835","35 x 33","Chard_freeze_r3","Vitvi05g01835","Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor)."
"Vitvi06g00215","Vitvi06g00215","34 x 7","Riesl_freeze_r1","Vitvi06g00215","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi06g01404","Vitvi06g01404","29 x 34","Chard_acclim_r1","Vitvi06g01404","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
