"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi01g00048","Vitvi01g00048","5 x 7","Sangio_freeze_r1","Vitvi01g00048","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00052","Vitvi01g00052","40 x 37","CabFra_warm_r3","Vitvi01g00052","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00053","Vitvi01g00053","34 x 5","Riesl_warm_r1","Vitvi01g00053","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00277","Vitvi01g00277","36 x 5","Riesl_freeze_r1","Vitvi01g00277","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g00432","Vitvi01g00432","16 x 39","Chard_acclim_r2","Vitvi01g00432","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00501","Vitvi01g00501","19 x 4","Sangio_freeze_r3","Vitvi01g00501",""
"Vitvi01g00571","Vitvi01g00571","5 x 13","CabFra_accfreeze_r3","Vitvi01g00571","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g00590","Vitvi01g00590","26 x 7","CabFra_warm_r2","Vitvi01g00590","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00803","Vitvi01g00803","14 x 1","Riesl_freeze_r3","Vitvi01g00803","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00813","Vitvi01g00813","32 x 35","Riesl_warm_r1","Vitvi01g00813","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00814","Vitvi01g00814","18 x 26","Chard_warm_r3","Vitvi01g00814","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
