"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi01g00203","Vitvi01g00203","15 x 1","Riesl_warm_r1","Vitvi01g00203","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00259","Vitvi01g00259","10 x 17","Tocai_accfreeze_r3","Vitvi01g00259","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00266","Vitvi01g00266","4 x 26","Riesl_freeze_r1","Vitvi01g00266","The directed movement of malate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"Vitvi01g00371","Vitvi01g00371","12 x 22","Sangio_acclim_r2","Vitvi01g00371","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g00386","Vitvi01g00386","12 x 6","CabFra_freeze_r3","Vitvi01g00386","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00411","Vitvi01g00411","20 x 39","Tocai_accfreeze_r3","Vitvi01g00411","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00512","Vitvi01g00512","37 x 19","Tocai_freeze_r1","Vitvi01g00512","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00513","Vitvi01g00513","33 x 9","Riesl_freeze_r3","Vitvi01g00513","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00563","Vitvi01g00563","14 x 19","CabFra_freeze_r1","Vitvi01g00563","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g00653","Vitvi01g00653","1 x 10","CabFra_freeze_r2","Vitvi01g00653","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00656","Vitvi01g00656","36 x 36","Sangio_warm_r1","Vitvi01g00656","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00657","Vitvi01g00657","35 x 30","Riesl_warm_r2","Vitvi01g00657","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g00791","Vitvi01g00791","17 x 22","Sangio_freeze_r3","Vitvi01g00791","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g00792","Vitvi01g00792","6 x 31","Sangio_freeze_r2","Vitvi01g00792","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi01g01071","Vitvi01g01071","36 x 40","Tocai_acclim_r2","Vitvi01g01071","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
