new,old
Vitvi09g00734,VIT_09s0002g08270
Vitvi09g00740,VIT_09s0002g08300
Vitvi09g00744,VIT_09s0002g08340
Vitvi09g00744,VIT_09s0002g08330
Vitvi09g00753,VIT_09s0002g08370
Vitvi09g00758,VIT_09s0002g08410
Vitvi09g00759,VIT_09s0002g08420
Vitvi09g00760,VIT_09s0002g08430
Vitvi09g00762,VIT_09s0002g08460
Vitvi09g00763,VIT_09s0002g08470
Vitvi09g00765,VIT_09s0002g08480
Vitvi09g00767,VIT_09s0002g08510
Vitvi09g00768,VIT_09s0002g08520
Vitvi09g00772,VIT_09s0002g08540
Vitvi09g00773,VIT_09s0002g08560
Vitvi09g00776,VIT_09s0002g08580
Vitvi09g00782,VIT_09s0002g08590
Vitvi09g00784,VIT_09s0002g08620
Vitvi09g00787,VIT_09s0002g08630
Vitvi09g00790,VIT_09s0002g08640
Vitvi09g00792,VIT_09s0002g08650
Vitvi09g00793,VIT_09s0002g08660
Vitvi09g00794,VIT_09s0002g08670
Vitvi09g00796,VIT_09s0002g08740
Vitvi09g00801,VIT_09s0002g08790
Vitvi09g00802,VIT_09s0002g08820
Vitvi09g00802,VIT_09s0002g08810
Vitvi09g00803,VIT_09s0002g08830
Vitvi09g00805,VIT_09s0002g08840
Vitvi09g00806,VIT_09s0002g08860
Vitvi09g00808,VIT_09s0002g08870
Vitvi09g00809,VIT_09s0002g08880
Vitvi09g00813,VIT_09s0002g08910
Vitvi09g00815,VIT_09s0002g08930
Vitvi09g00816,VIT_09s0002g08940
Vitvi09g00817,VIT_09s0002g08960
Vitvi09g00821,VIT_09s0002g09000
Vitvi09g00825,VIT_09s0002g09040
Vitvi09g00825,VIT_09s0002g09030
Vitvi09g00826,VIT_09s0002g09050
Vitvi09g00827,VIT_09s0002g09080
Vitvi09g00829,VIT_09s0002g09090
Vitvi09g00834,VIT_09s0002g09120
Vitvi09g00837,VIT_09s0002g09140
Vitvi09g00838,VIT_09s0002g09150
Vitvi09g00843,VIT_09s0002g09180
Vitvi09g00844,VIT_09s0002g09210
Vitvi09g00845,VIT_09s0002g09220
Vitvi09g00846,VIT_09s0002g09230
Vitvi09g00848,VIT_09s0002g09250
Vitvi09g00857,VIT_09s0002g09270
Vitvi09g00861,VIT_09s0002g09280
Vitvi09g00862,VIT_09s0002g09290
Vitvi09g00867,VIT_09s0096g00010
Vitvi09g00870,VIT_09s0096g00040
Vitvi09g00874,VIT_09s0096g00070
Vitvi09g00876,VIT_09s0096g00090
Vitvi09g00877,VIT_09s0096g00100
Vitvi09g00878,VIT_09s0096g00120
Vitvi09g00882,VIT_09s0096g00190
Vitvi09g00884,VIT_09s0096g00270
Vitvi09g00884,VIT_09s0096g00280
Vitvi09g00886,VIT_09s0096g00300
Vitvi09g00887,VIT_09s0096g00350
Vitvi09g00888,VIT_09s0096g00380
Vitvi09g00889,VIT_09s0096g00390
Vitvi09g00893,VIT_09s0096g00420
Vitvi09g00894,VIT_09s0096g00430
Vitvi09g00895,VIT_09s0096g00440
Vitvi09g00901,VIT_09s0096g00480
Vitvi09g00902,VIT_09s0096g00490
Vitvi09g00905,VIT_09s0096g00500
Vitvi09g00907,VIT_09s0096g00510
Vitvi09g00908,VIT_09s0096g00520
Vitvi09g00912,VIT_09s0096g00550
Vitvi09g00913,VIT_09s0096g00610
Vitvi09g00914,VIT_09s0096g00620
Vitvi09g00916,VIT_09s0096g00630
Vitvi09g00918,VIT_09s0096g00660
Vitvi09g00920,VIT_09s0096g00680
Vitvi09g00924,VIT_09s0096g00720
Vitvi09g00932,VIT_09s0096g00760
Vitvi09g00937,VIT_09s0096g00800
Vitvi09g00939,VIT_09s0096g00850
Vitvi09g00945,VIT_09s0096g00890
Vitvi09g00954,VIT_09s0096g01010
Vitvi09g00957,VIT_09s0070g00010
Vitvi09g00965,VIT_09s0070g00030
Vitvi09g00966,VIT_09s0070g00040
Vitvi09g00967,VIT_09s0070g00050
Vitvi09g00969,VIT_09s0070g00060
Vitvi09g00971,VIT_09s0070g00080
Vitvi09g00972,VIT_09s0070g00090
Vitvi09g00973,VIT_09s0070g00100
Vitvi09g00975,VIT_09s0070g00110
Vitvi09g00976,VIT_09s0070g00120
Vitvi09g00980,VIT_09s0070g00130
Vitvi09g00981,VIT_09s0070g00140
Vitvi09g00984,VIT_09s0070g00150
Vitvi09g00985,VIT_09s0070g00160
Vitvi09g00988,VIT_09s0070g00210
Vitvi09g00993,VIT_09s0070g00240
Vitvi09g00994,VIT_09s0070g00270
Vitvi09g00995,VIT_09s0070g00290
Vitvi09g00996,VIT_09s0070g00300
Vitvi09g00997,VIT_09s0070g00310
Vitvi09g01003,VIT_09s0070g00350
Vitvi09g01005,VIT_09s0070g00360
Vitvi09g01006,VIT_09s0070g00370
Vitvi09g01007,VIT_09s0070g00390
Vitvi09g01008,VIT_09s0070g00410
Vitvi09g01009,VIT_09s0070g00440
Vitvi09g01011,VIT_09s0070g00450
Vitvi09g01011,VIT_09s0070g00460
Vitvi09g01011,VIT_09s0070g00470
Vitvi09g01012,VIT_09s0070g00480
Vitvi09g01017,VIT_09s0070g00490
Vitvi09g01020,VIT_09s0070g00500
Vitvi09g01024,VIT_09s0070g00540
Vitvi09g01025,VIT_09s0070g00580
Vitvi09g01026,VIT_09s0070g00590
Vitvi09g01027,VIT_09s0070g00640
Vitvi09g01027,VIT_09s0070g00630
Vitvi09g01027,VIT_09s0070g00620
Vitvi09g01029,VIT_09s0070g00660
Vitvi09g01031,VIT_09s0070g00680
Vitvi09g01031,VIT_09s0070g00690
Vitvi09g01036,VIT_09s0070g00710
Vitvi09g01036,VIT_09s0070g00720
Vitvi09g01038,VIT_09s0070g00750
Vitvi09g01041,VIT_09s0070g00760
Vitvi09g01043,VIT_09s0070g00780
Vitvi09g01047,VIT_09s0070g00840
Vitvi09g01048,VIT_09s0070g00850
Vitvi09g01050,VIT_09s0070g00890
Vitvi09g01051,VIT_09s0070g00900
Vitvi09g01062,VIT_09s0070g00920
Vitvi09g01069,VIT_09s0070g01030
Vitvi09g01079,VIT_09s0018g00040
Vitvi09g01082,VIT_09s0018g00050
Vitvi09g01089,VIT_09s0018g00100
Vitvi09g01116,VIT_09s0018g00190
Vitvi09g01118,VIT_09s0018g00210
Vitvi09g01122,VIT_09s0018g00240
Vitvi09g01123,VIT_09s0018g00250
Vitvi09g01124,VIT_09s0018g00270
Vitvi09g01126,VIT_09s0018g00290
Vitvi09g01127,VIT_09s0018g00300
Vitvi09g01129,VIT_09s0018g00310
Vitvi09g01134,VIT_09s0018g00380
Vitvi09g01135,VIT_09s0018g00390
Vitvi09g01137,VIT_09s0018g00400
Vitvi09g01141,VIT_09s0018g00410
Vitvi09g01142,VIT_09s0018g00420
Vitvi09g01143,VIT_09s0018g00430
Vitvi09g01145,VIT_09s0018g00440
Vitvi09g01151,VIT_09s0018g00490
Vitvi09g01151,VIT_09s0018g00480
Vitvi09g01154,VIT_09s0018g00510
Vitvi09g01155,VIT_09s0018g00520
Vitvi09g01156,VIT_09s0018g00540
Vitvi09g01157,VIT_09s0018g00550
Vitvi09g01158,VIT_09s0018g00560
Vitvi09g01159,VIT_09s0018g00570
Vitvi09g01161,VIT_09s0018g00600
Vitvi09g01164,VIT_09s0018g00620
Vitvi09g01168,VIT_09s0018g00630
Vitvi09g01176,VIT_09s0018g00730
Vitvi09g01178,VIT_09s0018g00740
Vitvi09g01181,VIT_09s0018g00780
Vitvi09g01187,VIT_09s0018g00830
Vitvi09g01194,VIT_09s0018g00860
Vitvi09g01195,VIT_09s0018g00880
Vitvi09g01196,VIT_09s0018g00900
Vitvi09g01197,VIT_09s0018g00930
Vitvi09g01202,VIT_09s0018g00960
Vitvi09g01204,VIT_09s0018g01010
Vitvi09g01206,VIT_09s0018g01020
Vitvi09g01210,VIT_09s0018g01050
Vitvi09g01211,VIT_09s0018g01070
Vitvi09g01214,VIT_09s0018g01080
Vitvi09g01215,VIT_09s0018g01090
Vitvi09g01216,VIT_09s0018g01100
Vitvi09g01218,VIT_09s0018g01120
Vitvi09g01220,VIT_09s0018g01140
Vitvi09g01225,VIT_09s0018g01170
Vitvi09g01227,VIT_09s0018g01180
Vitvi09g01229,VIT_09s0018g01190
Vitvi09g01231,VIT_09s0018g01210
Vitvi09g01233,VIT_09s0018g01220
Vitvi09g01234,VIT_09s0018g01230
Vitvi09g01236,VIT_09s0018g01240
Vitvi09g01238,VIT_09s0018g01280
Vitvi09g01238,VIT_09s0018g01270
Vitvi09g01239,VIT_09s0018g01290
Vitvi09g01243,VIT_09s0018g01300
Vitvi09g01244,VIT_09s0018g01330
Vitvi09g01246,VIT_09s0018g01390
Vitvi09g01246,VIT_09s0018g01380
Vitvi09g01246,VIT_09s0018g01370
Vitvi09g01250,VIT_09s0018g01400
Vitvi09g01251,VIT_09s0018g01420
Vitvi09g01253,VIT_09s0018g01460
Vitvi09g01256,VIT_09s0018g01520
Vitvi09g01260,VIT_09s0018g01550
Vitvi09g01261,VIT_09s0018g01590
Vitvi09g01262,VIT_09s0018g01600
Vitvi09g01263,VIT_09s0018g01610
Vitvi09g01265,VIT_09s0018g01620
Vitvi09g01266,VIT_09s0018g01630
Vitvi09g01269,VIT_09s0018g01650
Vitvi09g01271,VIT_09s0018g01660
Vitvi09g01272,VIT_09s0018g01670
Vitvi09g01273,VIT_09s0018g01680
Vitvi09g01274,VIT_09s0018g01700
Vitvi09g01275,VIT_09s0018g01710
Vitvi09g01278,VIT_09s0018g01760
Vitvi09g01280,VIT_09s0018g01780
Vitvi09g01281,VIT_09s0018g01790
Vitvi09g01282,VIT_09s0018g01800
Vitvi09g01285,VIT_09s0018g01810
Vitvi09g01287,VIT_09s0018g01820
Vitvi09g01291,VIT_09s0018g01840
Vitvi09g01297,VIT_09s0018g01870
Vitvi09g01298,VIT_09s0018g01880
Vitvi09g01298,VIT_09s0018g01890
Vitvi09g01299,VIT_09s0018g01900
Vitvi09g01300,VIT_09s0018g01920
Vitvi09g01301,VIT_09s0018g01940
Vitvi09g01302,VIT_09s0018g01950
Vitvi09g01303,VIT_09s0018g01960
Vitvi09g01304,VIT_09s0018g01970
Vitvi09g01306,VIT_09s0018g02000
Vitvi09g01307,VIT_09s0018g02010
Vitvi09g01310,VIT_09s0018g02030
Vitvi09g01314,VIT_09s0018g02080
Vitvi09g01316,VIT_09s0018g02090
Vitvi09g01317,VIT_09s0018g02110
Vitvi09g01320,VIT_09s0018g02130
Vitvi09g01325,VIT_09s0054g00060
Vitvi09g01325,VIT_09s0054g00070
Vitvi09g01329,VIT_09s0054g00160
Vitvi09g01332,VIT_09s0054g00230
Vitvi09g01342,VIT_09s0054g00310
Vitvi09g01343,VIT_09s0054g00320
Vitvi09g01344,VIT_09s0054g00370
Vitvi09g01345,VIT_09s0054g00380
Vitvi09g01349,VIT_09s0054g00420
Vitvi09g01351,VIT_09s0054g00430
Vitvi09g01352,VIT_09s0054g00440
Vitvi09g01354,VIT_09s0054g00450
Vitvi09g01359,VIT_09s0054g00520
Vitvi09g01361,VIT_09s0054g00530
Vitvi09g01371,VIT_09s0054g00580
Vitvi09g01372,VIT_09s0054g00600
Vitvi09g01373,VIT_09s0054g00610
Vitvi09g01374,VIT_09s0054g00620
Vitvi09g01376,VIT_09s0054g00640
Vitvi09g01379,VIT_09s0054g00680
Vitvi09g01380,VIT_09s0054g00690
Vitvi09g01381,VIT_09s0054g00700
Vitvi09g01382,VIT_09s0054g00710
Vitvi09g01383,VIT_09s0054g00720
Vitvi09g01385,VIT_09s0054g00730
Vitvi09g01386,VIT_09s0054g00750
Vitvi09g01386,VIT_09s0054g00760
Vitvi09g01386,VIT_09s0054g00770
Vitvi09g01387,VIT_09s0054g00780
Vitvi09g01388,VIT_09s0054g00790
Vitvi09g01390,VIT_09s0054g00820
Vitvi09g01391,VIT_09s0054g00830
Vitvi09g01393,VIT_09s0054g00840
Vitvi09g01394,VIT_09s0054g00850
Vitvi09g01395,VIT_09s0054g00860
Vitvi09g01397,VIT_09s0054g00890
Vitvi09g01398,VIT_09s0054g00900
Vitvi09g01399,VIT_09s0054g00910
Vitvi09g01400,VIT_09s0054g00920
Vitvi09g01401,VIT_09s0054g00930
Vitvi09g01402,VIT_09s0054g00940
Vitvi09g01402,VIT_09s0054g00950
Vitvi09g01403,VIT_09s0054g00970
Vitvi09g01404,VIT_09s0054g00980
Vitvi09g01405,VIT_09s0054g01000
Vitvi09g01407,VIT_09s0054g01010
Vitvi09g01408,VIT_09s0054g01030
Vitvi09g01409,VIT_09s0054g01040
Vitvi09g01410,VIT_09s0054g01060
Vitvi09g01411,VIT_09s0054g01070
Vitvi09g01412,VIT_09s0054g01080
Vitvi09g01413,VIT_09s0054g01110
Vitvi09g01414,VIT_09s0054g01120
Vitvi09g01416,VIT_09s0054g01130
Vitvi09g01418,VIT_09s0054g01160
Vitvi09g01418,VIT_09s0054g01170
Vitvi09g01420,VIT_09s0054g01180
Vitvi09g01424,VIT_09s0054g01190
Vitvi09g01425,VIT_09s0054g01200
Vitvi09g01426,VIT_09s0054g01210
Vitvi09g01427,VIT_09s0054g01220
Vitvi09g01429,VIT_09s0054g01230
Vitvi09g01432,VIT_09s0054g01260
Vitvi09g01432,VIT_09s0054g01250
Vitvi09g01436,VIT_09s0054g01270
Vitvi09g01437,VIT_09s0054g01280
Vitvi09g01439,VIT_09s0054g01290
Vitvi09g01442,VIT_09s0054g01300
Vitvi09g01444,VIT_09s0054g01420
Vitvi09g01444,VIT_09s0054g01440
Vitvi09g01444,VIT_09s0054g01430
Vitvi09g01445,VIT_09s0054g01460
Vitvi09g01446,VIT_09s0054g01480
Vitvi09g01448,VIT_09s0054g01500
Vitvi09g01449,VIT_09s0054g01510
Vitvi09g01451,VIT_09s0054g01530
Vitvi09g01453,VIT_09s0054g01550
Vitvi09g01454,VIT_09s0054g01560
Vitvi09g01455,VIT_09s0054g01580
Vitvi09g01455,VIT_09s0054g01570
Vitvi09g01456,VIT_09s0054g01590
Vitvi09g01457,VIT_09s0054g01600
Vitvi09g01458,VIT_09s0054g01610
Vitvi09g01459,VIT_09s0054g01620
Vitvi09g01460,VIT_09s0054g01660
Vitvi09g01462,VIT_09s0054g01680
Vitvi09g01464,VIT_09s0054g01690
Vitvi09g01465,VIT_09s0054g01700
Vitvi09g01466,VIT_09s0054g01710
Vitvi09g01467,VIT_09s0054g01720
Vitvi09g01468,VIT_09s0054g01730
Vitvi09g01469,VIT_09s0054g01740
Vitvi09g01471,VIT_09s0054g01760
Vitvi09g01473,VIT_09s0054g01770
Vitvi09g01474,VIT_09s0054g01780
Vitvi09g01478,VIT_09s0054g01810
Vitvi09g01479,VIT_09s0054g01820
Vitvi09g01480,VIT_09s0054g01830
Vitvi09g01483,VIT_09s0054g01870
Vitvi09g01484,VIT_09s0054g01880
Vitvi09g01484,VIT_09s0054g01890
Vitvi09g01486,VIT_09s0054g01790
Vitvi09g01487,VIT_09s0002g01190
Vitvi09g01488,VIT_09s0002g00010
Vitvi09g01489,VIT_09s0002g00050
Vitvi09g01490,VIT_09s0002g00060
Vitvi09g01491,VIT_09s0002g00180
Vitvi09g01492,VIT_09s0002g00260
Vitvi09g01493,VIT_09s0002g00420
Vitvi09g01494,VIT_09s0002g00440
Vitvi09g01495,VIT_09s0002g00670
Vitvi09g01496,VIT_09s0002g00720
Vitvi09g01497,VIT_09s0002g00730
Vitvi09g01499,VIT_09s0002g00810
Vitvi09g01500,VIT_09s0002g00820
Vitvi09g01501,VIT_09s0002g00940
Vitvi09g01502,VIT_09s0002g01040
Vitvi09g01503,VIT_09s0002g01200
Vitvi09g01505,VIT_09s0002g01220
Vitvi09g01506,VIT_09s0002g01250
Vitvi09g01510,VIT_09s0002g01310
Vitvi09g01513,VIT_09s0002g01320
Vitvi09g01514,VIT_09s0002g01330
Vitvi09g01515,VIT_09s0002g01340
Vitvi09g01516,VIT_09s0002g01360
Vitvi09g01517,VIT_09s0002g01500
Vitvi09g01518,VIT_09s0002g01600
Vitvi09g01519,VIT_09s0002g01700
Vitvi09g01520,VIT_09s0002g01720
Vitvi09g01521,VIT_09s0002g01750
Vitvi09g01524,VIT_09s0002g01790
Vitvi09g01525,VIT_09s0002g01880
Vitvi09g01526,VIT_09s0002g01920
Vitvi09g01527,VIT_09s0002g01950
Vitvi09g01528,VIT_09s0002g01960
Vitvi09g01530,VIT_09s0002g01980
Vitvi09g01532,VIT_09s0002g02010
Vitvi09g01533,VIT_09s0002g02030
Vitvi09g01534,VIT_09s0002g02040
Vitvi09g01536,VIT_09s0002g02160
Vitvi09g01537,VIT_09s0002g02170
Vitvi09g01538,VIT_09s0002g02180
Vitvi09g01540,VIT_09s0002g02270
Vitvi09g01541,VIT_09s0002g02280
Vitvi09g01542,VIT_09s0002g02450
Vitvi09g01543,VIT_09s0002g02460
Vitvi09g01545,VIT_09s0002g02560
Vitvi09g01546,VIT_09s0002g02570
Vitvi09g01547,VIT_09s0002g02580
Vitvi09g01548,VIT_09s0002g02620
Vitvi09g01550,VIT_09s0002g02750
Vitvi09g01551,VIT_09s0002g02780
Vitvi09g01552,VIT_09s0002g02860
Vitvi09g01553,VIT_09s0002g02950
Vitvi09g01554,VIT_09s0002g02970
Vitvi09g01555,VIT_09s0002g02990
Vitvi09g01556,VIT_09s0002g03010
Vitvi09g01557,VIT_09s0002g03020
Vitvi09g01558,VIT_09s0002g03080
Vitvi09g01559,VIT_09s0002g03100
Vitvi09g01560,VIT_09s0002g03120
Vitvi09g01561,VIT_09s0002g03170
Vitvi09g01562,VIT_09s0002g03220
Vitvi09g01563,VIT_09s0002g03230
Vitvi09g01564,VIT_09s0002g03240
Vitvi09g01565,VIT_09s0002g03270
Vitvi09g01566,VIT_09s0002g03280
Vitvi09g01567,VIT_09s0002g03290
Vitvi09g01568,VIT_09s0002g03300
Vitvi09g01569,VIT_09s0002g03320
Vitvi09g01569,VIT_09s0002g03310
Vitvi09g01570,VIT_09s0002g03330
Vitvi09g01571,VIT_09s0002g03350
Vitvi09g01572,VIT_09s0002g03370
Vitvi09g01573,VIT_09s0002g03400
Vitvi09g01574,VIT_09s0002g03430
Vitvi09g01575,VIT_09s0002g03480
Vitvi09g01576,VIT_09s0002g03500
Vitvi09g01578,VIT_09s0002g03670
Vitvi09g01579,VIT_09s0002g03700
Vitvi09g01580,VIT_09s0002g03730
Vitvi09g01581,VIT_09s0002g03760
Vitvi09g01582,VIT_09s0002g03790
Vitvi09g01583,VIT_09s0002g03800
Vitvi09g01584,VIT_09s0002g03810
Vitvi09g01585,VIT_09s0002g03820
Vitvi09g01586,VIT_09s0002g03830
Vitvi09g01587,VIT_09s0002g03840
Vitvi09g01588,VIT_09s0002g03860
Vitvi09g01589,VIT_09s0002g03870
Vitvi09g01590,VIT_09s0002g03920
Vitvi09g01591,VIT_09s0002g03960
Vitvi09g01592,VIT_09s0002g03970
Vitvi09g01593,VIT_09s0002g03980
Vitvi09g01594,VIT_09s0002g04030
Vitvi09g01595,VIT_09s0002g04090
Vitvi09g01596,VIT_09s0002g04150
Vitvi09g01597,VIT_09s0002g04160
Vitvi09g01598,VIT_09s0002g04230
Vitvi09g01600,VIT_09s0002g04330
Vitvi09g01601,VIT_09s0002g04360
Vitvi09g01602,VIT_09s0002g04390
Vitvi09g01603,VIT_09s0002g04410
Vitvi09g01604,VIT_09s0002g04460
Vitvi09g01605,VIT_09s0002g04470
Vitvi09g01606,VIT_09s0002g04520
Vitvi09g01607,VIT_09s0002g04540
Vitvi09g01609,VIT_09s0002g04620
Vitvi09g01610,VIT_09s0002g04690
Vitvi09g01611,VIT_09s0002g04710
Vitvi09g01612,VIT_09s0002g04730
Vitvi09g01613,VIT_09s0002g04740
Vitvi09g01614,VIT_09s0002g04790
Vitvi09g01615,VIT_09s0002g04820
Vitvi09g01616,VIT_09s0002g04840
Vitvi09g01617,VIT_09s0002g04850
Vitvi09g01619,VIT_09s0002g04900
Vitvi09g01620,VIT_09s0002g04920
Vitvi09g01621,VIT_09s0002g04930
Vitvi09g01622,VIT_09s0002g04950
Vitvi09g01623,VIT_09s0002g04970
Vitvi09g01624,VIT_09s0002g05010
Vitvi09g01626,VIT_09s0002g05020
Vitvi09g01627,VIT_09s0002g05030
Vitvi09g01628,VIT_09s0002g05180
Vitvi09g01629,VIT_09s0002g05190
Vitvi09g01633,VIT_09s0002g05340
Vitvi09g01634,VIT_09s0002g05380
Vitvi09g01635,VIT_09s0002g05480
Vitvi09g01636,VIT_09s0002g05580
Vitvi09g01640,VIT_09s0002g05780
Vitvi09g01641,VIT_09s0002g05820
Vitvi09g01642,VIT_09s0002g05850
Vitvi09g01643,VIT_09s0002g05860
Vitvi09g01644,VIT_09s0002g05890
Vitvi09g01645,VIT_09s0002g06000
Vitvi09g01646,VIT_09s0002g06140
Vitvi09g01649,VIT_09s0002g06170
Vitvi09g01650,VIT_09s0002g06210
Vitvi09g01651,VIT_09s0002g06240
Vitvi09g01652,VIT_09s0002g06250
Vitvi09g01653,VIT_09s0002g06310
Vitvi09g01654,VIT_09s0002g06360
Vitvi09g01655,VIT_09s0002g06470
Vitvi09g01656,VIT_09s0002g06620
Vitvi09g01657,VIT_09s0002g06690
Vitvi09g01658,VIT_09s0002g06700
Vitvi09g01660,VIT_09s0002g06800
Vitvi09g01662,VIT_09s0002g06850
Vitvi09g01663,VIT_09s0002g06860
Vitvi09g01664,VIT_09s0002g06890
Vitvi09g01666,VIT_09s0002g06900
Vitvi09g01667,VIT_09s0002g06930
Vitvi09g01668,VIT_09s0002g07050
Vitvi09g01669,VIT_09s0002g07080
Vitvi09g01670,VIT_09s0002g07220
Vitvi09g01671,VIT_09s0002g07230
Vitvi09g01672,VIT_09s0002g07250
Vitvi09g01673,VIT_09s0002g07260
Vitvi09g01674,VIT_09s0002g07270
Vitvi09g01675,VIT_09s0002g07310
Vitvi09g01676,VIT_09s0002g07390
Vitvi09g01677,VIT_09s0002g07400
Vitvi09g01678,VIT_09s0002g07420
Vitvi09g01680,VIT_09s0002g07490
Vitvi09g01681,VIT_09s0002g07550
Vitvi09g01683,VIT_09s0002g07570
Vitvi09g01684,VIT_09s0002g07580
Vitvi09g01685,VIT_09s0002g07620
Vitvi09g01686,VIT_09s0002g07630
Vitvi09g01687,VIT_09s0002g07670
Vitvi09g01688,VIT_09s0002g07680
Vitvi09g01689,VIT_09s0002g07690
Vitvi09g01692,VIT_09s0002g07760
Vitvi09g01693,VIT_09s0002g07770
Vitvi09g01694,VIT_09s0002g07820
Vitvi09g01696,VIT_09s0002g07830
Vitvi09g01697,VIT_09s0002g07840
Vitvi09g01698,VIT_09s0002g07890
Vitvi09g01699,VIT_09s0002g07900
Vitvi09g01702,VIT_09s0002g07950
Vitvi09g01703,VIT_09s0002g08000
Vitvi09g01705,VIT_09s0002g08020
Vitvi09g01706,VIT_09s0002g08050
Vitvi09g01707,VIT_09s0002g08080
Vitvi09g01708,VIT_09s0002g08110
Vitvi09g01710,VIT_09s0002g08170
Vitvi09g01713,VIT_09s0002g08210
Vitvi09g01714,VIT_09s0002g08220
Vitvi09g01716,VIT_09s0002g08240
Vitvi09g01717,VIT_09s0002g08250
Vitvi09g01718,VIT_09s0002g08290
Vitvi09g01725,VIT_09s0002g08310
Vitvi09g01726,VIT_09s0002g08320
Vitvi09g01727,VIT_09s0002g08350
Vitvi09g01728,VIT_09s0002g08390
Vitvi09g01729,VIT_09s0002g08400
Vitvi09g01730,VIT_09s0002g08440
Vitvi09g01731,VIT_09s0002g08450
Vitvi09g01733,VIT_09s0002g08500
Vitvi09g01734,VIT_09s0002g08550
Vitvi09g01735,VIT_09s0002g08600
Vitvi09g01736,VIT_09s0002g08680
Vitvi09g01737,VIT_09s0002g08690
Vitvi09g01738,VIT_09s0002g08700
Vitvi09g01738,VIT_09s0002g08710
Vitvi09g01740,VIT_09s0002g08750
Vitvi09g01742,VIT_09s0002g08760
Vitvi09g01743,VIT_09s0002g08800
Vitvi09g01744,VIT_09s0002g08850
Vitvi09g01748,VIT_09s0002g08950
Vitvi09g01749,VIT_09s0002g08990
Vitvi09g01749,VIT_09s0002g08980
Vitvi09g01750,VIT_09s0002g09010
Vitvi09g01751,VIT_09s0002g09020
Vitvi09g01752,VIT_09s0002g09100
Vitvi09g01753,VIT_09s0002g09110
Vitvi09g01755,VIT_09s0002g09160
Vitvi09g01756,VIT_09s0002g09190
Vitvi09g01757,VIT_09s0002g09200
Vitvi09g01762,VIT_09s0096g00020
Vitvi09g01763,VIT_09s0096g00030
Vitvi09g01765,VIT_09s0096g00060
Vitvi09g01766,VIT_09s0096g00080
Vitvi09g01767,VIT_09s0096g00110
Vitvi09g01769,VIT_09s0096g00130
Vitvi09g01770,VIT_09s0096g00140
Vitvi09g01771,VIT_09s0096g00150
Vitvi09g01772,VIT_09s0096g00160
Vitvi09g01773,VIT_09s0096g00200
Vitvi09g01774,VIT_09s0096g00210
Vitvi09g01775,VIT_09s0096g00220
Vitvi09g01776,VIT_09s0096g00260
Vitvi09g01778,VIT_09s0096g00370
Vitvi09g01779,VIT_09s0096g00410
Vitvi09g01780,VIT_09s0096g00560
Vitvi09g01782,VIT_09s0096g00710
Vitvi09g01783,VIT_09s0096g00770
Vitvi09g01784,VIT_09s0096g00780
Vitvi09g01786,VIT_09s0096g00830
Vitvi09g01787,VIT_09s0096g00840
Vitvi09g01788,VIT_09s0096g00880
Vitvi09g01789,VIT_09s0096g00920
Vitvi09g01790,VIT_09s0096g00930
Vitvi09g01791,VIT_09s0096g00950
Vitvi09g01792,VIT_09s0096g00960
Vitvi09g01794,VIT_09s0096g00980
Vitvi09g01795,VIT_09s0096g00990
Vitvi09g01796,VIT_09s0096g01000
Vitvi09g01798,VIT_09s0070g00020
Vitvi09g01799,VIT_09s0070g00070
Vitvi09g01800,VIT_09s0070g00170
Vitvi09g01801,VIT_09s0070g00220
Vitvi09g01803,VIT_09s0070g00250
Vitvi09g01804,VIT_09s0070g00260
Vitvi09g01805,VIT_09s0070g00320
Vitvi09g01806,VIT_09s0070g00330
Vitvi09g01807,VIT_09s0070g00340
Vitvi09g01808,VIT_09s0070g00380
Vitvi09g01809,VIT_09s0070g00400
Vitvi09g01810,VIT_09s0070g00520
Vitvi09g01811,VIT_09s0070g00550
Vitvi09g01812,VIT_09s0070g00560
Vitvi09g01813,VIT_09s0070g00570
Vitvi09g01814,VIT_09s0070g00600
Vitvi09g01815,VIT_09s0070g00610
Vitvi09g01816,VIT_09s0070g00650
Vitvi09g01817,VIT_09s0070g00670
Vitvi09g01818,VIT_09s0070g00730
Vitvi09g01819,VIT_09s0070g00740
Vitvi09g01820,VIT_09s0070g00770
Vitvi09g01821,VIT_09s0070g00800
Vitvi09g01822,VIT_09s0070g00810
Vitvi09g01823,VIT_09s0070g00820
Vitvi09g01824,VIT_09s0070g00860
Vitvi09g01825,VIT_09s0070g00870
Vitvi09g01826,VIT_09s0070g00880
Vitvi09g01827,VIT_09s0070g00940
Vitvi09g01828,VIT_09s0070g00950
Vitvi09g01829,VIT_09s0070g00960
Vitvi09g01830,VIT_09s0070g00970
Vitvi09g01831,VIT_09s0070g00980
Vitvi09g01834,VIT_09s0018g00070
Vitvi09g01835,VIT_09s0018g00080
Vitvi09g01836,VIT_09s0018g00090
Vitvi09g01837,VIT_09s0018g00110
Vitvi09g01840,VIT_09s0018g00200
Vitvi09g01841,VIT_09s0018g00220
Vitvi09g01842,VIT_09s0018g00230
Vitvi09g01843,VIT_09s0018g00260
Vitvi09g01844,VIT_09s0018g00330
Vitvi09g01848,VIT_09s0018g00470
Vitvi09g01849,VIT_09s0018g00500
Vitvi09g01850,VIT_09s0018g00530
Vitvi09g01851,VIT_09s0018g00590
Vitvi09g01852,VIT_09s0018g00610
Vitvi09g01853,VIT_09s0018g00650
