new,old
Vitvi07g00211,VIT_07s0104g00880
Vitvi07g00213,VIT_07s0104g00890
Vitvi07g00214,VIT_07s0104g00900
Vitvi07g00216,VIT_07s0104g00910
Vitvi07g00217,VIT_07s0104g00930
Vitvi07g00218,VIT_07s0104g00950
Vitvi07g00219,VIT_07s0104g00960
Vitvi07g00220,VIT_07s0104g00970
Vitvi07g00221,VIT_07s0104g01000
Vitvi07g00221,VIT_07s0104g00990
Vitvi07g00222,VIT_07s0104g01010
Vitvi07g00223,VIT_07s0104g01030
Vitvi07g00224,VIT_07s0104g01040
Vitvi07g00225,VIT_07s0104g01050
Vitvi07g00226,VIT_07s0104g01060
Vitvi07g00227,VIT_07s0104g01070
Vitvi07g00228,VIT_07s0104g01080
Vitvi07g00229,VIT_07s0104g01090
Vitvi07g00230,VIT_07s0104g01100
Vitvi07g00231,VIT_07s0104g01120
Vitvi07g00232,VIT_07s0104g01140
Vitvi07g00232,VIT_07s0104g01150
Vitvi07g00233,VIT_07s0104g01160
Vitvi07g00234,VIT_07s0104g01170
Vitvi07g00235,VIT_07s0104g01180
Vitvi07g00237,VIT_07s0104g01220
Vitvi07g00238,VIT_07s0104g01230
Vitvi07g00240,VIT_07s0104g01240
Vitvi07g00241,VIT_07s0104g01250
Vitvi07g00242,VIT_07s0104g01260
Vitvi07g00243,VIT_07s0104g01270
Vitvi07g00244,VIT_07s0104g01280
Vitvi07g00248,VIT_07s0104g01320
Vitvi07g00250,VIT_07s0104g01340
Vitvi07g00251,VIT_07s0104g01350
Vitvi07g00252,VIT_07s0104g01360
Vitvi07g00253,VIT_07s0104g01370
Vitvi07g00254,VIT_07s0104g01380
Vitvi07g00255,VIT_07s0104g01390
Vitvi07g00256,VIT_07s0104g01400
Vitvi07g00257,VIT_07s0104g01410
Vitvi07g00259,VIT_07s0104g01420
Vitvi07g00260,VIT_07s0104g01440
Vitvi07g00262,VIT_07s0104g01460
Vitvi07g00262,VIT_07s0104g01450
Vitvi07g00264,VIT_07s0104g01470
Vitvi07g00265,VIT_07s0104g01480
Vitvi07g00266,VIT_07s0104g01570
Vitvi07g00267,VIT_07s0104g01580
Vitvi07g00268,VIT_07s0104g01590
Vitvi07g00269,VIT_07s0104g01600
Vitvi07g00270,VIT_07s0104g01610
Vitvi07g00271,VIT_07s0104g01620
Vitvi07g00272,VIT_07s0104g01630
Vitvi07g00273,VIT_07s0104g01640
Vitvi07g00275,VIT_07s0104g01670
Vitvi07g00276,VIT_07s0104g01740
Vitvi07g00277,VIT_07s0104g01750
Vitvi07g00277,VIT_07s0104g01760
Vitvi07g00278,VIT_07s0104g01770
Vitvi07g00280,VIT_07s0104g01780
Vitvi07g00282,VIT_07s0104g01790
Vitvi07g00283,VIT_07s0104g01830
Vitvi07g00285,VIT_07s0005g00010
Vitvi07g00286,VIT_07s0005g00030
Vitvi07g00289,VIT_07s0005g00040
Vitvi07g00290,VIT_07s0005g00050
Vitvi07g00291,VIT_07s0005g00070
Vitvi07g00292,VIT_07s0005g00080
Vitvi07g00293,VIT_07s0005g00090
Vitvi07g00294,VIT_07s0005g00100
Vitvi07g00295,VIT_07s0005g00110
Vitvi07g00296,VIT_07s0005g00130
Vitvi07g00298,VIT_07s0005g00140
Vitvi07g00299,VIT_07s0005g00150
Vitvi07g00300,VIT_07s0005g00160
Vitvi07g00301,VIT_07s0005g00170
Vitvi07g00302,VIT_07s0005g00180
Vitvi07g00303,VIT_07s0005g00200
Vitvi07g00306,VIT_07s0005g00210
Vitvi07g00307,VIT_07s0005g00220
Vitvi07g00308,VIT_07s0005g00230
Vitvi07g00309,VIT_07s0005g00240
Vitvi07g00310,VIT_07s0005g00250
Vitvi07g00311,VIT_07s0005g00260
Vitvi07g00312,VIT_07s0005g00270
Vitvi07g00313,VIT_07s0005g00280
Vitvi07g00314,VIT_07s0005g00290
Vitvi07g00315,VIT_07s0005g00300
Vitvi07g00315,VIT_07s0005g00310
Vitvi07g00316,VIT_07s0005g00320
Vitvi07g00317,VIT_07s0005g00340
Vitvi07g00319,VIT_07s0005g00400
Vitvi07g00320,VIT_07s0005g00410
Vitvi07g00321,VIT_07s0005g00430
Vitvi07g00321,VIT_07s0005g00440
Vitvi07g00322,VIT_07s0005g00460
Vitvi07g00323,VIT_07s0005g00470
Vitvi07g00324,VIT_07s0005g00480
Vitvi07g00325,VIT_07s0005g00490
Vitvi07g00326,VIT_07s0005g00500
Vitvi07g00327,VIT_07s0005g00510
Vitvi07g00328,VIT_07s0005g00520
Vitvi07g00329,VIT_07s0005g00540
Vitvi07g00330,VIT_07s0005g00560
Vitvi07g00331,VIT_07s0005g00570
Vitvi07g00333,VIT_07s0005g00590
Vitvi07g00334,VIT_07s0005g00600
Vitvi07g00335,VIT_07s0005g00610
Vitvi07g00336,VIT_07s0005g00620
Vitvi07g00337,VIT_07s0005g00630
Vitvi07g00339,VIT_07s0005g00640
Vitvi07g00340,VIT_07s0005g00650
Vitvi07g00341,VIT_07s0005g00660
Vitvi07g00342,VIT_07s0005g00670
Vitvi07g00343,VIT_07s0005g00680
Vitvi07g00346,VIT_07s0005g00690
Vitvi07g00347,VIT_07s0005g00700
Vitvi07g00348,VIT_07s0005g00710
Vitvi07g00350,VIT_07s0005g00720
Vitvi07g00351,VIT_07s0005g00730
Vitvi07g00352,VIT_07s0005g00740
Vitvi07g00353,VIT_07s0005g00750
Vitvi07g00354,VIT_07s0005g00760
Vitvi07g00355,VIT_07s0005g00770
Vitvi07g00356,VIT_07s0005g00800
Vitvi07g00357,VIT_07s0005g00820
Vitvi07g00358,VIT_07s0005g00830
Vitvi07g00359,VIT_07s0005g00850
Vitvi07g00360,VIT_07s0005g00860
Vitvi07g00361,VIT_07s0005g00870
Vitvi07g00362,VIT_07s0005g00880
Vitvi07g00363,VIT_07s0005g00890
Vitvi07g00364,VIT_07s0005g00910
Vitvi07g00364,VIT_07s0005g00900
Vitvi07g00365,VIT_07s0005g00920
Vitvi07g00367,VIT_07s0005g00930
Vitvi07g00368,VIT_07s0005g00940
Vitvi07g00369,VIT_07s0005g00950
Vitvi07g00370,VIT_07s0005g00960
Vitvi07g00371,VIT_07s0005g00970
Vitvi07g00372,VIT_07s0005g00990
Vitvi07g00372,VIT_07s0005g00980
Vitvi07g00373,VIT_07s0005g01000
Vitvi07g00374,VIT_07s0005g01010
Vitvi07g00375,VIT_07s0005g01020
Vitvi07g00376,VIT_07s0005g01030
Vitvi07g00378,VIT_07s0005g01040
Vitvi07g00380,VIT_07s0005g01080
Vitvi07g00381,VIT_07s0005g01090
Vitvi07g00382,VIT_07s0005g01100
Vitvi07g00383,VIT_07s0005g01110
Vitvi07g00384,VIT_07s0005g01120
Vitvi07g00386,VIT_07s0005g01140
Vitvi07g00387,VIT_07s0005g01150
Vitvi07g00388,VIT_07s0005g01160
Vitvi07g00389,VIT_07s0005g01170
Vitvi07g00390,VIT_07s0005g01180
Vitvi07g00391,VIT_07s0005g01190
Vitvi07g00392,VIT_07s0005g01200
Vitvi07g00393,VIT_07s0005g01210
Vitvi07g00394,VIT_07s0005g01220
Vitvi07g00395,VIT_07s0005g01240
Vitvi07g00396,VIT_07s0005g01250
Vitvi07g00398,VIT_07s0005g01270
Vitvi07g00399,VIT_07s0005g01280
Vitvi07g00400,VIT_07s0005g01290
Vitvi07g00401,VIT_07s0005g01300
Vitvi07g00402,VIT_07s0005g01330
Vitvi07g00403,VIT_07s0005g01340
Vitvi07g00404,VIT_07s0005g01350
Vitvi07g00405,VIT_07s0005g01360
Vitvi07g00406,VIT_07s0005g01370
Vitvi07g00407,VIT_07s0005g01380
Vitvi07g00408,VIT_07s0005g01390
Vitvi07g00409,VIT_07s0005g01410
Vitvi07g00410,VIT_07s0005g01420
Vitvi07g00411,VIT_07s0005g01430
Vitvi07g00412,VIT_07s0005g01440
Vitvi07g00413,VIT_07s0005g01450
Vitvi07g00414,VIT_07s0005g01460
Vitvi07g00415,VIT_07s0005g01470
Vitvi07g00416,VIT_07s0005g01480
Vitvi07g00417,VIT_07s0005g01490
Vitvi07g00418,VIT_07s0005g01500
Vitvi07g00420,VIT_07s0005g01510
Vitvi07g00421,VIT_07s0005g01520
Vitvi07g00422,VIT_07s0005g01530
Vitvi07g00423,VIT_07s0005g01560
Vitvi07g00424,VIT_07s0005g01590
Vitvi07g00425,VIT_07s0005g01600
Vitvi07g00426,VIT_07s0005g01610
Vitvi07g00427,VIT_07s0005g01630
Vitvi07g00428,VIT_07s0005g01640
Vitvi07g00429,VIT_07s0005g01650
Vitvi07g00430,VIT_07s0005g01660
Vitvi07g00431,VIT_07s0005g01680
Vitvi07g00432,VIT_07s0005g01690
Vitvi07g00434,VIT_07s0005g01710
Vitvi07g00435,VIT_07s0005g01720
Vitvi07g00435,VIT_07s0005g01730
Vitvi07g00436,VIT_07s0005g01740
Vitvi07g00439,VIT_07s0005g01750
Vitvi07g00441,VIT_07s0005g01760
Vitvi07g00442,VIT_07s0005g01770
Vitvi07g00444,VIT_07s0005g01780
Vitvi07g00445,VIT_07s0005g01790
Vitvi07g00446,VIT_07s0005g01800
Vitvi07g00448,VIT_07s0005g01810
Vitvi07g00449,VIT_07s0005g01820
Vitvi07g00450,VIT_07s0005g01830
Vitvi07g00452,VIT_07s0005g01910
Vitvi07g00453,VIT_07s0005g01920
Vitvi07g00454,VIT_07s0005g01930
Vitvi07g00454,VIT_07s0005g01940
Vitvi07g00455,VIT_07s0005g01950
Vitvi07g00456,VIT_07s0005g01960
Vitvi07g00457,VIT_07s0005g01970
Vitvi07g00463,VIT_07s0005g01990
Vitvi07g00464,VIT_07s0005g02000
Vitvi07g00465,VIT_07s0005g02010
Vitvi07g00466,VIT_07s0005g02020
Vitvi07g00467,VIT_07s0005g02030
Vitvi07g00468,VIT_07s0005g02040
Vitvi07g00469,VIT_07s0005g02050
Vitvi07g00470,VIT_07s0005g02060
Vitvi07g00471,VIT_07s0005g02090
Vitvi07g00472,VIT_07s0005g02100
Vitvi07g00474,VIT_07s0005g02110
Vitvi07g00475,VIT_07s0005g02120
Vitvi07g00476,VIT_07s0005g02130
Vitvi07g00477,VIT_07s0005g02140
Vitvi07g00478,VIT_07s0005g02150
Vitvi07g00479,VIT_07s0005g02160
Vitvi07g00481,VIT_07s0005g02170
Vitvi07g00482,VIT_07s0005g02180
Vitvi07g00484,VIT_07s0005g02190
Vitvi07g00485,VIT_07s0005g02200
Vitvi07g00486,VIT_07s0005g02210
Vitvi07g00488,VIT_07s0005g02240
Vitvi07g00490,VIT_07s0005g02250
Vitvi07g00491,VIT_07s0005g02260
Vitvi07g00492,VIT_07s0005g02270
Vitvi07g00493,VIT_07s0005g02280
Vitvi07g00494,VIT_07s0005g02290
Vitvi07g00495,VIT_07s0005g02300
Vitvi07g00496,VIT_07s0005g02310
Vitvi07g00497,VIT_07s0005g02320
Vitvi07g00499,VIT_07s0005g02330
Vitvi07g00500,VIT_07s0005g02350
Vitvi07g00502,VIT_07s0005g02370
Vitvi07g00505,VIT_07s0005g02380
Vitvi07g00506,VIT_07s0005g02390
Vitvi07g00507,VIT_07s0005g02400
Vitvi07g00508,VIT_07s0005g02410
Vitvi07g00509,VIT_07s0005g02420
Vitvi07g00510,VIT_07s0005g02430
Vitvi07g00513,VIT_07s0005g02460
Vitvi07g00513,VIT_07s0005g02470
Vitvi07g00515,VIT_07s0005g02480
Vitvi07g00516,VIT_07s0005g02490
Vitvi07g00517,VIT_07s0005g02500
Vitvi07g00518,VIT_07s0005g02520
Vitvi07g00518,VIT_07s0005g02530
Vitvi07g00520,VIT_07s0005g02540
Vitvi07g00521,VIT_07s0005g02550
Vitvi07g00522,VIT_07s0005g02560
Vitvi07g00523,VIT_07s0005g02570
Vitvi07g00524,VIT_07s0005g02580
Vitvi07g00525,VIT_07s0005g02590
Vitvi07g00526,VIT_07s0005g02600
Vitvi07g00527,VIT_07s0005g02610
Vitvi07g00529,VIT_07s0005g02620
Vitvi07g00530,VIT_07s0005g02630
Vitvi07g00531,VIT_07s0005g02640
Vitvi07g00533,VIT_07s0005g02650
Vitvi07g00534,VIT_07s0005g02660
Vitvi07g00535,VIT_07s0005g02670
Vitvi07g00537,VIT_07s0005g02700
Vitvi07g00538,VIT_07s0005g02710
Vitvi07g00539,VIT_07s0005g02740
Vitvi07g00540,VIT_07s0005g02760
Vitvi07g00540,VIT_07s0005g02770
Vitvi07g00542,VIT_07s0005g02780
Vitvi07g00543,VIT_07s0005g02790
Vitvi07g00544,VIT_07s0005g02800
Vitvi07g00545,VIT_07s0005g02810
Vitvi07g00549,VIT_07s0005g02820
Vitvi07g00550,VIT_07s0005g02830
Vitvi07g00551,VIT_07s0005g02840
Vitvi07g00558,VIT_07s0005g02910
Vitvi07g00559,VIT_07s0005g02920
Vitvi07g00563,VIT_07s0005g02950
Vitvi07g00564,VIT_07s0005g02960
Vitvi07g00565,VIT_07s0005g02970
Vitvi07g00567,VIT_07s0005g02990
Vitvi07g00569,VIT_07s0005g03000
Vitvi07g00571,VIT_07s0005g03010
Vitvi07g00572,VIT_07s0005g03020
Vitvi07g00573,VIT_07s0005g03030
Vitvi07g00574,VIT_07s0005g03040
Vitvi07g00575,VIT_07s0005g03050
Vitvi07g00576,VIT_07s0005g03060
Vitvi07g00577,VIT_07s0005g03070
Vitvi07g00578,VIT_07s0005g03080
Vitvi07g00579,VIT_07s0005g03090
Vitvi07g00580,VIT_07s0005g03100
Vitvi07g00581,VIT_07s0005g03110
Vitvi07g00582,VIT_07s0005g03120
Vitvi07g00583,VIT_07s0005g03130
Vitvi07g00586,VIT_07s0005g03140
Vitvi07g00587,VIT_07s0005g03150
Vitvi07g00589,VIT_07s0005g03170
Vitvi07g00590,VIT_07s0005g03210
Vitvi07g00591,VIT_07s0005g03270
Vitvi07g00594,VIT_07s0005g03290
Vitvi07g00595,VIT_07s0005g03310
Vitvi07g00596,VIT_07s0005g03320
Vitvi07g00597,VIT_07s0005g03330
Vitvi07g00598,VIT_07s0005g03340
Vitvi07g00599,VIT_07s0005g03350
Vitvi07g00600,VIT_07s0005g03360
Vitvi07g00603,VIT_07s0005g03380
Vitvi07g00604,VIT_07s0005g03390
Vitvi07g00605,VIT_07s0005g03400
Vitvi07g00606,VIT_07s0005g03430
Vitvi07g00607,VIT_07s0005g03440
Vitvi07g00609,VIT_07s0005g03470
Vitvi07g00610,VIT_07s0005g03490
Vitvi07g00612,VIT_07s0005g03500
Vitvi07g00613,VIT_07s0005g03510
Vitvi07g00614,VIT_07s0005g03520
Vitvi07g00615,VIT_07s0005g03530
Vitvi07g00617,VIT_07s0005g03570
Vitvi07g00618,VIT_07s0005g03580
Vitvi07g00618,VIT_07s0005g03590
Vitvi07g00618,VIT_07s0005g03600
Vitvi07g00619,VIT_07s0005g03610
Vitvi07g00620,VIT_07s0005g03620
Vitvi07g00621,VIT_07s0005g03630
Vitvi07g00622,VIT_07s0005g03640
Vitvi07g00623,VIT_07s0005g03660
Vitvi07g00624,VIT_07s0005g03670
Vitvi07g00625,VIT_07s0005g03680
Vitvi07g00626,VIT_07s0005g03690
Vitvi07g00627,VIT_07s0005g03700
Vitvi07g00628,VIT_07s0005g03710
Vitvi07g00629,VIT_07s0005g03720
Vitvi07g00630,VIT_07s0005g03730
Vitvi07g00633,VIT_07s0005g03740
Vitvi07g00634,VIT_07s0005g03750
Vitvi07g00635,VIT_07s0005g03760
Vitvi07g00636,VIT_07s0005g03780
Vitvi07g00637,VIT_07s0005g03790
Vitvi07g00639,VIT_07s0005g03810
Vitvi07g00643,VIT_07s0005g03830
Vitvi07g00644,VIT_07s0005g03870
Vitvi07g00647,VIT_07s0005g03900
Vitvi07g00649,VIT_07s0005g03910
Vitvi07g00652,VIT_07s0005g03930
Vitvi07g00653,VIT_07s0005g03940
Vitvi07g00654,VIT_07s0005g03950
Vitvi07g00656,VIT_07s0005g03960
Vitvi07g00657,VIT_07s0005g03970
Vitvi07g00658,VIT_07s0005g03980
Vitvi07g00659,VIT_07s0005g03990
Vitvi07g00661,VIT_07s0005g04070
Vitvi07g00661,VIT_07s0005g04080
Vitvi07g00665,VIT_07s0005g04110
Vitvi07g00666,VIT_07s0005g04120
Vitvi07g00667,VIT_07s0005g04130
Vitvi07g00668,VIT_07s0005g04140
Vitvi07g00669,VIT_07s0005g04150
Vitvi07g00674,VIT_07s0005g04180
Vitvi07g00675,VIT_07s0005g04190
Vitvi07g00675,VIT_07s0005g04200
Vitvi07g00676,VIT_07s0005g04220
Vitvi07g00677,VIT_07s0005g04240
Vitvi07g00679,VIT_07s0005g04260
Vitvi07g00680,VIT_07s0005g04270
Vitvi07g00682,VIT_07s0005g04280
Vitvi07g00682,VIT_07s0005g04290
Vitvi07g00683,VIT_07s0005g04300
Vitvi07g00684,VIT_07s0005g04340
Vitvi07g00684,VIT_07s0005g04350
Vitvi07g00685,VIT_07s0005g04360
Vitvi07g00686,VIT_07s0005g04370
Vitvi07g00687,VIT_07s0005g04380
Vitvi07g00688,VIT_07s0005g04390
Vitvi07g00690,VIT_07s0005g04400
Vitvi07g00691,VIT_07s0005g04420
Vitvi07g00693,VIT_07s0005g04430
Vitvi07g00693,VIT_07s0005g04440
Vitvi07g00694,VIT_07s0005g04450
Vitvi07g00696,VIT_07s0005g04480
Vitvi07g00697,VIT_07s0005g04490
Vitvi07g00698,VIT_07s0005g04510
Vitvi07g00698,VIT_07s0005g04520
Vitvi07g00701,VIT_07s0005g04530
Vitvi07g00703,VIT_07s0005g04540
Vitvi07g00704,VIT_07s0005g04550
Vitvi07g00705,VIT_07s0005g04560
Vitvi07g00706,VIT_07s0005g04580
Vitvi07g00706,VIT_07s0005g04570
Vitvi07g00707,VIT_07s0005g04590
Vitvi07g00708,VIT_07s0005g04600
Vitvi07g00709,VIT_07s0005g04620
Vitvi07g00710,VIT_07s0005g04630
Vitvi07g00711,VIT_07s0005g04650
Vitvi07g00718,VIT_07s0005g04700
Vitvi07g00719,VIT_07s0005g04710
Vitvi07g00719,VIT_07s0005g04730
Vitvi07g00720,VIT_07s0005g04750
Vitvi07g00721,VIT_07s0005g04760
Vitvi07g00722,VIT_07s0005g04770
Vitvi07g00723,VIT_07s0005g04780
Vitvi07g00724,VIT_07s0005g04790
Vitvi07g00726,VIT_07s0005g04800
Vitvi07g00732,VIT_07s0005g04850
Vitvi07g00733,VIT_07s0005g04860
Vitvi07g00734,VIT_07s0005g04870
Vitvi07g00735,VIT_07s0005g04880
Vitvi07g00736,VIT_07s0005g04890
Vitvi07g00737,VIT_07s0005g04900
Vitvi07g00739,VIT_07s0005g04940
Vitvi07g00740,VIT_07s0005g04950
Vitvi07g00742,VIT_07s0005g04970
Vitvi07g00743,VIT_07s0005g05000
Vitvi07g00743,VIT_07s0005g04990
Vitvi07g00744,VIT_07s0005g05030
Vitvi07g00744,VIT_07s0005g05010
Vitvi07g00744,VIT_07s0005g05020
Vitvi07g00745,VIT_07s0005g05040
Vitvi07g00746,VIT_07s0005g05050
Vitvi07g00762,VIT_07s0005g05100
Vitvi07g00763,VIT_07s0005g05110
Vitvi07g00765,VIT_07s0005g05160
Vitvi07g00767,VIT_07s0005g05190
Vitvi07g00771,VIT_07s0005g05220
Vitvi07g00772,VIT_07s0005g05250
Vitvi07g00773,VIT_07s0005g05270
Vitvi07g00781,VIT_07s0005g05400
Vitvi07g00786,VIT_07s0005g05510
Vitvi07g00787,VIT_07s0005g05520
Vitvi07g00792,VIT_07s0005g05600
Vitvi07g00795,VIT_07s0005g05610
Vitvi07g00796,VIT_07s0005g05620
Vitvi07g00801,VIT_07s0005g05640
Vitvi07g00803,VIT_07s0005g05660
Vitvi07g00806,VIT_07s0005g05670
Vitvi07g00807,VIT_07s0005g05680
Vitvi07g00810,VIT_07s0005g05690
Vitvi07g00814,VIT_07s0005g05720
Vitvi07g00822,VIT_07s0005g05770
Vitvi07g00824,VIT_07s0005g05780
Vitvi07g00825,VIT_07s0005g05790
Vitvi07g00827,VIT_07s0005g05820
Vitvi07g00830,VIT_07s0005g05850
Vitvi07g00831,VIT_07s0005g05860
Vitvi07g00835,VIT_07s0005g05880
Vitvi07g00836,VIT_07s0005g05890
Vitvi07g00837,VIT_07s0005g05900
Vitvi07g00840,VIT_07s0005g05910
Vitvi07g00843,VIT_07s0005g05920
Vitvi07g00844,VIT_07s0005g05930
Vitvi07g00848,VIT_07s0005g05950
Vitvi07g00852,VIT_07s0005g05980
Vitvi07g00857,VIT_07s0005g05990
Vitvi07g00869,VIT_07s0005g06010
Vitvi07g00872,VIT_07s0005g06040
Vitvi07g00875,VIT_07s0005g06050
Vitvi07g00879,VIT_07s0005g06110
Vitvi07g00882,VIT_07s0005g06130
Vitvi07g00884,VIT_07s0005g06150
Vitvi07g00887,VIT_07s0005g06180
Vitvi07g00889,VIT_07s0005g06190
Vitvi07g00890,VIT_07s0005g06200
Vitvi07g00892,VIT_07s0005g06210
Vitvi07g00894,VIT_07s0005g06220
Vitvi07g00899,VIT_07s0005g06250
Vitvi07g00903,VIT_07s0005g06290
Vitvi07g00905,VIT_07s0005g06300
Vitvi07g00906,VIT_07s0005g06310
Vitvi07g00907,VIT_07s0005g06340
Vitvi07g00908,VIT_07s0005g06360
Vitvi07g00910,VIT_07s0005g06380
Vitvi07g00910,VIT_07s0005g06390
Vitvi07g00914,VIT_07s0005g06420
Vitvi07g00916,VIT_07s0005g06440
Vitvi07g00918,VIT_07s0005g06450
Vitvi07g00919,VIT_07s0005g06460
Vitvi07g00921,VIT_07s0005g06480
Vitvi07g00923,VIT_07s0005g06490
Vitvi07g00924,VIT_07s0005g06500
Vitvi07g00926,VIT_07s0005g06520
Vitvi07g00928,VIT_07s0005g06540
Vitvi07g00930,VIT_07s0005g06550
Vitvi07g00932,VIT_07s0005g06570
Vitvi07g00932,VIT_07s0005g06580
Vitvi07g00933,VIT_07s0005g06600
Vitvi07g00934,VIT_07s0005g06610
Vitvi07g00934,VIT_07s0005g06620
Vitvi07g00939,VIT_07s0005g06640
Vitvi07g00940,VIT_07s0005g06660
Vitvi07g00941,VIT_07s0005g06670
Vitvi07g00943,VIT_07s0005g06680
Vitvi07g00946,VIT_07s0005g06690
Vitvi07g00949,VIT_07s0005g06730
Vitvi07g00949,VIT_07s0005g06720
Vitvi07g00954,VIT_07s0095g00010
Vitvi07g00957,VIT_07s0095g00020
Vitvi07g00960,VIT_07s0095g00030
Vitvi07g00961,VIT_07s0095g00040
Vitvi07g00963,VIT_07s0095g00060
Vitvi07g00964,VIT_07s0095g00080
Vitvi07g00972,VIT_07s0095g00180
Vitvi07g00973,VIT_07s0095g00190
Vitvi07g00974,VIT_07s0095g00200
Vitvi07g00979,VIT_07s0095g00220
Vitvi07g00984,VIT_07s0095g00300
Vitvi07g00987,VIT_07s0095g00380
Vitvi07g00994,VIT_07s0095g00430
Vitvi07g01009,VIT_07s0095g00510
Vitvi07g01018,VIT_07s0095g00600
Vitvi07g01021,VIT_07s0095g00670
Vitvi07g01021,VIT_07s0095g00660
Vitvi07g01028,VIT_07s0095g00710
Vitvi07g01029,VIT_07s0095g00720
Vitvi07g01032,VIT_07s0095g00730
Vitvi07g01033,VIT_07s0095g00740
Vitvi07g01038,VIT_07s0095g00750
Vitvi07g01039,VIT_07s0095g00760
Vitvi07g01041,VIT_07s0095g00770
Vitvi07g01042,VIT_07s0095g00780
Vitvi07g01045,VIT_07s0095g00790
Vitvi07g01054,VIT_00s0268g00020
Vitvi07g01055,VIT_00s0268g00030
Vitvi07g01059,VIT_00s0184g00020
Vitvi07g01060,VIT_00s0184g00030
Vitvi07g01061,VIT_00s0184g00040
Vitvi07g01064,VIT_00s0184g00050
Vitvi07g01066,VIT_00s0184g00060
Vitvi07g01071,VIT_00s0184g00110
Vitvi07g01074,VIT_00s0184g00170
Vitvi07g01075,VIT_00s0184g00180
Vitvi07g01078,VIT_00s0189g00010
Vitvi07g01079,VIT_00s0189g00020
Vitvi07g01080,VIT_00s0189g00030
Vitvi07g01084,VIT_00s0189g00060
Vitvi07g01086,VIT_00s0189g00070
Vitvi07g01087,VIT_00s0189g00080
Vitvi07g01092,VIT_00s0189g00110
Vitvi07g01111,VIT_00s0216g00010
Vitvi07g01113,VIT_00s0216g00020
Vitvi07g01114,VIT_00s0216g00030
Vitvi07g01119,VIT_00s0216g00040
Vitvi07g01120,VIT_00s0216g00060
Vitvi07g01124,VIT_00s0216g00070
Vitvi07g01136,VIT_00s0333g00010
Vitvi07g01137,VIT_00s0333g00020
Vitvi07g01139,VIT_00s0333g00040
Vitvi07g01140,VIT_00s0333g00060
Vitvi07g01141,VIT_00s0333g00070
Vitvi07g01145,VIT_07s0289g00010
Vitvi07g01147,VIT_07s0289g00060
Vitvi07g01170,VIT_00s0269g00010
Vitvi07g01171,VIT_00s0269g00020
Vitvi07g01172,VIT_00s0269g00030
Vitvi07g01172,VIT_00s0269g00040
Vitvi07g01173,VIT_00s0269g00080
Vitvi07g01196,VIT_00s0174g00090
Vitvi07g01196,VIT_00s0174g00100
Vitvi07g01197,VIT_00s0174g00110
Vitvi07g01198,VIT_00s0174g00120
Vitvi07g01199,VIT_00s0174g00130
Vitvi07g01200,VIT_00s0174g00150
Vitvi07g01202,VIT_00s0174g00160
Vitvi07g01203,VIT_00s0174g00200
Vitvi07g01204,VIT_00s0174g00210
Vitvi07g01204,VIT_00s0174g00220
Vitvi07g01205,VIT_00s0174g00260
Vitvi07g01209,VIT_00s0174g00270
Vitvi07g01211,VIT_00s0174g00290
Vitvi07g01212,VIT_00s0174g00320
Vitvi07g01213,VIT_00s0174g00330
Vitvi07g01214,VIT_00s0227g00170
Vitvi07g01215,VIT_00s0227g00160
Vitvi07g01217,VIT_00s0227g00140
Vitvi07g01219,VIT_00s0227g00130
Vitvi07g01221,VIT_00s0227g00110
Vitvi07g01222,VIT_00s0227g00080
Vitvi07g01222,VIT_00s0227g00090
Vitvi07g01222,VIT_00s0227g00100
Vitvi07g01223,VIT_00s0227g00070
Vitvi07g01225,VIT_00s0227g00060
Vitvi07g01226,VIT_00s0227g00020
Vitvi07g01227,VIT_00s0215g00110
Vitvi07g01228,VIT_00s0215g00100
Vitvi07g01231,VIT_00s0215g00090
Vitvi07g01234,VIT_00s0215g00070
Vitvi07g01235,VIT_00s0215g00040
Vitvi07g01236,VIT_00s0215g00030
Vitvi07g01237,VIT_00s0215g00020
Vitvi07g01238,VIT_00s0215g00010
Vitvi07g01240,VIT_00s0220g00180
Vitvi07g01241,VIT_00s0220g00170
Vitvi07g01242,VIT_00s0220g00160
Vitvi07g01243,VIT_00s0220g00140
Vitvi07g01244,VIT_00s0220g00130
Vitvi07g01246,VIT_00s0220g00120
Vitvi07g01247,VIT_00s0220g00110
Vitvi07g01248,VIT_00s0220g00100
Vitvi07g01249,VIT_00s0220g00080
Vitvi07g01250,VIT_00s0220g00070
Vitvi07g01251,VIT_00s0220g00040
Vitvi07g01251,VIT_00s0220g00050
Vitvi07g01251,VIT_00s0220g00060
Vitvi07g01252,VIT_00s0220g00030
Vitvi07g01253,VIT_00s0220g00020
Vitvi07g01254,VIT_00s0220g00010
Vitvi07g01255,VIT_00s0207g00010
Vitvi07g01257,VIT_00s0207g00030
Vitvi07g01258,VIT_00s0207g00060
Vitvi07g01258,VIT_00s0207g00050
Vitvi07g01259,VIT_00s0207g00070
Vitvi07g01260,VIT_00s0207g00080
Vitvi07g01261,VIT_00s0207g00090
Vitvi07g01262,VIT_00s0207g00100
Vitvi07g01263,VIT_00s0207g00110
Vitvi07g01264,VIT_00s0207g00120
Vitvi07g01266,VIT_00s0207g00130
Vitvi07g01267,VIT_00s0207g00140
Vitvi07g01268,VIT_00s0207g00150
Vitvi07g01269,VIT_00s0207g00160
Vitvi07g01270,VIT_00s0207g00170
Vitvi07g01272,VIT_00s0207g00180
