new,old,loc
Vitvi06g00213,VIT_06s0004g02100,LOC100263963
Vitvi06g00214,VIT_06s0004g02110,LOC100243210
Vitvi06g00215,VIT_06s0004g02120,LOC100253664
Vitvi06g00216,VIT_06s0004g02130,LOC100241685
Vitvi06g00216,VIT_06s0004g02140,LOC100241685
Vitvi06g00217,,LOC100258806
Vitvi06g00218,VIT_06s0004g02160,LOC100263975
Vitvi06g00219,VIT_06s0004g02170,
Vitvi06g00220,VIT_06s0004g02180,
Vitvi06g00222,VIT_06s0004g02200,LOC100246804
Vitvi06g00223,VIT_06s0004g02220,LOC100251936
Vitvi06g00224,VIT_06s0004g02270,LOC100251945
Vitvi06g00224,VIT_06s0004g02260,LOC100251945
Vitvi06g00225,VIT_06s0004g02280,LOC100267343
Vitvi06g00226,VIT_06s0004g02290,LOC100854250
Vitvi06g00227,VIT_06s0004g02300,LOC100267353
Vitvi06g00228,VIT_06s0004g02310,LOC100255344
Vitvi06g00229,VIT_06s0004g02320,LOC100260425
Vitvi06g00230,VIT_06s0004g02330,LOC100245032
Vitvi06g00231,VIT_06s0004g02360,LOC100267248
Vitvi06g00233,VIT_06s0004g02370,LOC100250166
Vitvi06g00234,VIT_06s0004g02390,LOC100260417
Vitvi06g00235,VIT_06s0004g02400,LOC100265633
Vitvi06g00236,VIT_06s0004g02410,LOC100243315
Vitvi06g00237,VIT_06s0004g02430,LOC100255238
Vitvi06g00238,VIT_06s0004g02460,LOC100260316
Vitvi06g00241,VIT_06s0004g02480,LOC100243216
Vitvi06g00242,VIT_06s0004g02490,LOC100853718
Vitvi06g00243,VIT_06s0004g02500,LOC100853682
Vitvi06g00244,VIT_06s0004g02510,LOC100853642
Vitvi06g00245,VIT_06s0004g02520,LOC100853565
Vitvi06g00246,VIT_06s0004g02530,LOC100248439
Vitvi06g00248,VIT_06s0004g02580,LOC100255350
Vitvi06g00250,VIT_06s0004g02590,LOC100243331
Vitvi06g00251,,LOC100248454
Vitvi06g00254,VIT_06s0004g02600,LOC100258707
Vitvi06g00255,VIT_06s0004g02610,LOC104879574
Vitvi06g00256,VIT_06s0004g02620,LOC100241575
Vitvi06g00258,VIT_06s0004g02630,LOC100233041
Vitvi06g00259,VIT_06s0004g02640,LOC100263865
Vitvi06g00260,,LOC104879572
Vitvi06g00261,VIT_06s0004g02660,LOC100251840
Vitvi06g00262,VIT_06s0004g02670,LOC100241591
Vitvi06g00263,VIT_06s0004g02680,LOC100256973
Vitvi06g00266,VIT_06s0004g02690,LOC100262081
Vitvi06g00267,VIT_06s0004g02700,LOC100267242
Vitvi06g00268,VIT_06s0004g02710,LOC100244931
Vitvi06g00269,VIT_06s0004g02720,LOC100250069
Vitvi06g00270,VIT_06s0004g02730,LOC100255229
Vitvi06g00271,VIT_06s0004g02740,LOC104879571
Vitvi06g00272,VIT_06s0004g02750,LOC100256989
Vitvi06g00273,VIT_06s0004g02760,
Vitvi06g00274,VIT_06s0004g02770,LOC100260305
Vitvi06g00275,VIT_06s0004g02790,LOC100265522
Vitvi06g00276,VIT_06s0004g02800,LOC100243208
Vitvi06g00277,VIT_06s0004g02810,LOC100248336
Vitvi06g00278,VIT_06s0004g02820,LOC100265538
Vitvi06g00279,VIT_06s0004g02830,LOC100253658
Vitvi06g00280,VIT_06s0004g02840,LOC100853149
Vitvi06g00281,VIT_06s0004g02850,LOC100233093
Vitvi06g00282,VIT_06s0004g02870,LOC100263969
Vitvi06g00283,VIT_06s0004g02880,LOC100241691
Vitvi06g00284,VIT_06s0004g02890,LOC100246809
Vitvi06g00285,,LOC100251941
Vitvi06g00286,VIT_06s0004g02900,LOC100257071
Vitvi06g00287,VIT_06s0004g02910,LOC100262179
Vitvi06g00288,VIT_06s0004g02920,LOC100251962
Vitvi06g00289,VIT_06s0004g02930,LOC100257089
Vitvi06g00290,VIT_06s0004g02940,LOC100262197
Vitvi06g00292,VIT_06s0004g02950,LOC100267366
Vitvi06g00293,VIT_06s0004g02960,LOC100245054
Vitvi06g00294,VIT_06s0004g02970,LOC100250186
Vitvi06g00295,VIT_06s0004g02980,LOC100255357
Vitvi06g00296,VIT_06s0004g02990,LOC100260436
Vitvi06g00298,VIT_06s0004g03000,LOC100267348
Vitvi06g00299,VIT_06s0004g03010,LOC100265658
Vitvi06g00300,VIT_06s0004g03020,LOC100245036
Vitvi06g00302,VIT_06s0004g03040,LOC100255339
Vitvi06g00303,VIT_06s0004g03050,LOC100250171
Vitvi06g00304,VIT_06s0004g03070,LOC100248459
Vitvi06g00305,VIT_06s0004g03080,LOC100258712
Vitvi06g00306,VIT_06s0004g03090,LOC100253566
Vitvi06g00308,VIT_06s0004g03100,LOC100233065
Vitvi06g00309,VIT_06s0004g03110,LOC100246731
Vitvi06g00309,VIT_06s0004g03110,LOC100271954
Vitvi06g00310,VIT_06s0004g03120,LOC100233064
Vitvi06g00311,VIT_06s0004g03130,LOC100243320
Vitvi06g00312,VIT_06s0004g03140,LOC100265639
Vitvi06g00313,VIT_06s0004g03150,LOC100256992
Vitvi06g00314,VIT_06s0004g03170,LOC100253554
Vitvi06g00315,VIT_06s0004g03180,LOC100258698
Vitvi06g00316,VIT_06s0004g03190,LOC100263853
Vitvi06g00317,VIT_06s0004g03200,LOC104879566
Vitvi06g00318,VIT_06s0004g03210,LOC100241578
Vitvi06g00319,VIT_06s0004g03220,LOC100246711
Vitvi06g00320,VIT_06s0004g03230,LOC100255250
Vitvi06g00321,VIT_06s0004g03240,LOC100256979
Vitvi06g00322,VIT_06s0004g03250,LOC100259023
Vitvi06g00323,VIT_06s0004g03260,LOC100253668
Vitvi06g00325,VIT_06s0004g03270,LOC100244936
Vitvi06g00327,,LOC100248357
Vitvi06g00328,VIT_06s0004g03280,LOC104877313
Vitvi06g00329,VIT_06s0004g03290,LOC100253475
Vitvi06g00330,VIT_06s0004g03300,LOC100258617
Vitvi06g00331,VIT_06s0004g03310,LOC100263767
Vitvi06g00335,VIT_06s0004g03320,LOC100241711
Vitvi06g00336,VIT_06s0004g03330,LOC100251969
Vitvi06g00337,VIT_06s0004g03340,LOC100257096
Vitvi06g00338,VIT_06s0004g03350,LOC104879565
Vitvi06g00339,VIT_06s0004g03360,LOC100262205
Vitvi06g00340,VIT_06s0004g03370,LOC100250073
Vitvi06g00341,VIT_06s0004g03380,LOC100255233
Vitvi06g00342,VIT_06s0004g03390,LOC100260311
Vitvi06g00344,VIT_06s0004g03410,LOC100265528
Vitvi06g00345,VIT_06s0004g03420,LOC100243211
Vitvi06g00346,VIT_06s0004g03430,LOC100245060
Vitvi06g00347,VIT_06s0004g03440,LOC104879564
Vitvi06g00348,VIT_06s0004g03450,LOC100250193
Vitvi06g00349,VIT_06s0004g03460,LOC100253665
Vitvi06g00350,VIT_06s0004g03470,LOC100255365
Vitvi06g00351,VIT_06s0004g03500,LOC100258807
Vitvi06g00351,VIT_06s0004g03480,LOC100258807
Vitvi06g00351,VIT_06s0004g03490,LOC100258807
Vitvi06g00353,VIT_06s0004g03510,
Vitvi06g00354,VIT_06s0004g03520,LOC100246734
Vitvi06g00356,VIT_06s0004g03540,LOC100263976
Vitvi06g00358,VIT_06s0004g03550,LOC100233013
Vitvi06g00359,VIT_06s0004g03580,LOC100267264
Vitvi06g00359,VIT_06s0004g03570,LOC100267264
Vitvi06g00360,VIT_06s0004g03590,LOC100246815
Vitvi06g00362,VIT_06s0004g03600,LOC100250095
Vitvi06g00365,VIT_06s0004g03620,LOC100251947
Vitvi06g00366,VIT_06s0004g03630,LOC100241719
Vitvi06g00367,VIT_06s0004g03640,LOC100257075
Vitvi06g00368,VIT_06s0004g03650,LOC100246836
Vitvi06g00368,VIT_06s0004g03660,LOC100246836
Vitvi06g00369,VIT_06s0004g03670,LOC100262185
Vitvi06g00370,,LOC104879560
Vitvi06g00371,VIT_06s0004g03680,LOC104879559
Vitvi06g00372,VIT_06s0004g03690,LOC100853342
Vitvi06g00374,VIT_06s0004g03700,LOC100262213
Vitvi06g00375,VIT_06s0004g03710,LOC100267382
Vitvi06g00376,VIT_06s0004g03730,LOC100267354
Vitvi06g00376,VIT_06s0004g03740,LOC100267354
Vitvi06g00376,VIT_06s0004g03720,LOC100267354
Vitvi06g00378,VIT_06s0004g03760,LOC100245042
Vitvi06g00379,VIT_06s0004g03770,LOC100255372
Vitvi06g00380,VIT_06s0004g03780,LOC100260450
Vitvi06g00381,VIT_06s0004g03790,LOC100265669
Vitvi06g00382,VIT_06s0004g03800,LOC100250176
Vitvi06g00383,VIT_06s0004g03810,LOC100255345
Vitvi06g00384,VIT_06s0004g03880,LOC100241609
Vitvi06g00385,VIT_06s0004g03890,LOC100265646
Vitvi06g00386,VIT_06s0004g03900,LOC100243325
Vitvi06g00387,VIT_06s0004g03910,
Vitvi06g00388,VIT_06s0004g03920,LOC100251868
Vitvi06g00389,VIT_06s0004g03940,LOC100248449
Vitvi06g00391,VIT_06s0004g03960,LOC104879622
Vitvi06g00392,VIT_06s0004g03970,LOC100253557
Vitvi06g00393,VIT_06s0004g03980,LOC100258702
Vitvi06g00394,VIT_06s0004g03990,LOC100263857
Vitvi06g00396,VIT_06s0004g04000,LOC100241584
Vitvi06g00397,VIT_06s0004g04010,LOC100248374
Vitvi06g00398,VIT_06s0004g04020,LOC100246718
Vitvi06g00399,VIT_06s0004g04030,LOC100263778
Vitvi06g00400,,LOC100241510
Vitvi06g00401,VIT_06s0004g04040,LOC100246844
Vitvi06g00402,,LOC100251983
Vitvi06g00403,,LOC100257115
Vitvi06g00405,VIT_06s0004g04050,LOC100251850
Vitvi06g00406,VIT_06s0004g04060,LOC100256985
Vitvi06g00407,VIT_06s0004g04080,LOC100267389
Vitvi06g00408,VIT_06s0004g04090,LOC100262091
Vitvi06g00409,VIT_06s0004g04100,LOC100267249
Vitvi06g00411,VIT_06s0004g04110,LOC100244942
Vitvi06g00412,VIT_06s0004g04120,LOC100250080
Vitvi06g00413,VIT_06s0004g04130,LOC100255240
Vitvi06g00414,VIT_06s0004g04140,LOC104879554
Vitvi06g00414,VIT_06s0004g04140,LOC100260318
Vitvi06g00415,VIT_06s0004g04150,LOC100245073
Vitvi06g00416,VIT_06s0004g04160,LOC100250208
Vitvi06g00416,VIT_06s0004g04160,LOC104879553
Vitvi06g00417,VIT_06s0004g04170,LOC100255377
Vitvi06g00419,VIT_06s0004g04190,LOC100260456
Vitvi06g00420,VIT_06s0004g04200,LOC100243217
Vitvi06g00421,VIT_06s0004g04220,LOC100265672
Vitvi06g00422,VIT_06s0004g04230,LOC100248346
Vitvi06g00423,VIT_06s0004g04270,LOC100241700
Vitvi06g00424,VIT_06s0004g04280,LOC100246819
Vitvi06g00425,VIT_06s0004g04290,LOC100263886
Vitvi06g00426,VIT_06s0004g04300,LOC100251955
Vitvi06g00429,VIT_06s0004g04340,LOC100257081
Vitvi06g00430,VIT_06s0004g04350,LOC100260346
Vitvi06g00432,VIT_06s0004g04360,LOC100262189
Vitvi06g00433,VIT_06s0004g04370,LOC100267358
Vitvi06g00434,VIT_06s0004g04380,LOC100265565
Vitvi06g00435,VIT_06s0004g04390,LOC100245048
Vitvi06g00436,VIT_06s0004g04400,LOC100243247
Vitvi06g00437,VIT_06s0004g04410,LOC100248378
Vitvi06g00438,VIT_06s0004g04420,LOC100250180
Vitvi06g00439,VIT_06s0004g04430,LOC100255351
Vitvi06g00440,VIT_06s0004g04440,LOC100253492
Vitvi06g00441,VIT_06s0004g04450,LOC104879552
Vitvi06g00442,VIT_06s0004g04460,LOC100260431
Vitvi06g00443,VIT_06s0004g04470,LOC100265651
Vitvi06g00444,VIT_06s0004g04480,LOC100243332
Vitvi06g00445,,LOC100263784
Vitvi06g00447,VIT_06s0004g04490,LOC100248455
Vitvi06g00449,VIT_06s0004g04520,LOC100246640
Vitvi06g00450,VIT_06s0004g04530,LOC100258708
Vitvi06g00451,VIT_06s0004g04550,LOC100263866
Vitvi06g00452,VIT_06s0004g04560,LOC100241592
Vitvi06g00453,VIT_06s0004g04570,LOC100246726
Vitvi06g00454,VIT_06s0004g04580,LOC100262227
Vitvi06g00455,VIT_06s0004g04590,LOC100251857
Vitvi06g00456,VIT_06s0004g04600,LOC100256990
Vitvi06g00459,VIT_06s0004g04610,LOC100262095
Vitvi06g00460,VIT_06s0004g04620,LOC100853532
Vitvi06g00462,VIT_06s0004g04630,LOC100250212
Vitvi06g00463,VIT_06s0004g04640,
Vitvi06g00464,VIT_06s0004g04690,LOC100260459
Vitvi06g00465,VIT_06s0004g04700,LOC100255246
Vitvi06g00466,VIT_06s0004g04720,LOC100244947
Vitvi06g00467,VIT_06s0004g04740,LOC100265539
Vitvi06g00468,VIT_06s0004g04750,LOC100253587
Vitvi06g00469,VIT_06s0004g04760,
Vitvi06g00470,VIT_06s0004g04770,LOC104879546
Vitvi06g00471,VIT_06s0004g04790,LOC100243225
Vitvi06g00472,VIT_06s0004g04800,LOC100248352
Vitvi06g00473,VIT_06s0004g04810,LOC100253466
Vitvi06g00474,VIT_06s0004g04820,LOC100258611
Vitvi06g00475,,LOC100257008
Vitvi06g00476,VIT_06s0004g04830,LOC100262117
Vitvi06g00477,VIT_06s0004g04850,LOC100260350
Vitvi06g00480,,LOC104879617
Vitvi06g00481,VIT_06s0004g04860,LOC100263987
Vitvi06g00483,VIT_06s0004g04890,LOC100241704
Vitvi06g00484,VIT_06s0004g04910,LOC100246644
Vitvi06g00486,VIT_06s0004g04920,LOC100246826
Vitvi06g00487,VIT_06s0004g04930,LOC100251963
Vitvi06g00488,VIT_06s0004g04940,LOC100257090
Vitvi06g00489,VIT_06s0004g04960,LOC100262198
Vitvi06g00490,VIT_06s0004g04970,LOC100257123
Vitvi06g00491,VIT_06s0004g04980,LOC100267399
Vitvi06g00492,VIT_06s0004g04990,LOC100245086
Vitvi06g00492,VIT_06s0004g04990,LOC104879545
Vitvi06g00493,VIT_06s0004g05000,LOC100267367
Vitvi06g00494,VIT_06s0004g05010,LOC100250217
Vitvi06g00495,VIT_06s0004g05020,LOC100245055
Vitvi06g00496,VIT_06s0004g05030,LOC100250187
Vitvi06g00497,VIT_06s0004g05040,LOC100255385
Vitvi06g00498,VIT_06s0004g05050,LOC100260462
Vitvi06g00500,VIT_06s0004g05070,LOC100255358
Vitvi06g00501,VIT_06s0004g05080,LOC100260437
Vitvi06g00502,VIT_06s0004g05090,LOC100265659
Vitvi06g00503,VIT_06s0004g05100,LOC100243338
Vitvi06g00505,VIT_06s0004g05120,LOC100253567
Vitvi06g00506,VIT_06s0004g05130,LOC100253590
Vitvi06g00508,,LOC104879544
Vitvi06g00509,VIT_06s0004g05140,LOC100258713
Vitvi06g00510,VIT_06s0004g05150,LOC100263897
Vitvi06g00511,VIT_06s0004g05160,LOC100852670
Vitvi06g00512,VIT_06s0004g05170,LOC100246749
Vitvi06g00513,VIT_06s0004g05180,LOC100263871
Vitvi06g00514,VIT_06s0004g05190,LOC100251880
Vitvi06g00515,VIT_06s0004g05210,LOC100241598
Vitvi06g00516,VIT_06s0004g05220,LOC100246732
Vitvi06g00517,VIT_06s0004g05230,
Vitvi06g00518,VIT_06s0004g05240,LOC100267285
Vitvi06g00520,VIT_06s0004g05250,LOC100244977
Vitvi06g00521,VIT_06s0004g05270,LOC100255273
Vitvi06g00522,VIT_06s0004g05280,LOC100251860
Vitvi06g00525,VIT_06s0004g05340,LOC100262098
Vitvi06g00526,VIT_06s0004g05400,
Vitvi06g00529,VIT_06s0004g05430,LOC100855239
Vitvi06g00530,VIT_06s0004g05440,
Vitvi06g00532,VIT_06s0004g05450,
Vitvi06g00533,VIT_06s0004g05460,LOC100255251
Vitvi06g00534,VIT_06s0004g05470,LOC100260328
Vitvi06g00535,VIT_06s0004g05480,LOC100265545
Vitvi06g00536,VIT_06s0004g05490,LOC100243231
Vitvi06g00538,VIT_06s0004g05500,LOC100262237
Vitvi06g00539,VIT_06s0004g05510,LOC100248358
Vitvi06g00540,VIT_06s0004g05530,LOC100250219
Vitvi06g00540,VIT_06s0004g05520,LOC100250219
Vitvi06g00541,VIT_06s0004g05540,LOC100255391
Vitvi06g00542,VIT_06s0004g05550,LOC100253476
Vitvi06g00543,VIT_06s0004g05560,LOC100258618
Vitvi06g00544,VIT_06s0004g05570,LOC100854839
Vitvi06g00546,VIT_06s0004g05580,
Vitvi06g00547,VIT_06s0004g05590,LOC100260464
Vitvi06g00548,VIT_06s0004g05600,
Vitvi06g00549,VIT_06s0004g05610,LOC100243364
Vitvi06g00550,VIT_06s0004g05620,LOC100253594
Vitvi06g00553,VIT_06s0004g05630,LOC100241625
Vitvi06g00555,VIT_06s0004g05660,LOC104879541
Vitvi06g00555,VIT_06s0004g05660,LOC104879540
Vitvi06g00556,VIT_06s0004g05710,LOC100257097
Vitvi06g00556,VIT_06s0004g05720,LOC100257097
Vitvi06g00556,VIT_06s0004g05730,LOC100257097
Vitvi06g00558,VIT_06s0004g05740,LOC100265575
Vitvi06g00559,,LOC100258646
Vitvi06g00560,,LOC100263794
Vitvi06g00561,VIT_06s0004g05770,LOC100262206
Vitvi06g00562,VIT_06s0004g05780,LOC100267375
Vitvi06g00563,VIT_06s0004g05790,LOC104879538
Vitvi06g00564,VIT_06s0004g05800,LOC100246652
Vitvi06g00565,VIT_06s0004g05810,LOC100256923
Vitvi06g00567,VIT_06s0004g05850,LOC100250194
Vitvi06g00568,VIT_06s0004g05860,LOC100255366
Vitvi06g00569,VIT_06s0004g05870,LOC100260443
Vitvi06g00570,VIT_06s0004g05880,LOC100250222
Vitvi06g00573,VIT_06s0004g05890,LOC100255395
Vitvi06g00574,VIT_06s0004g05900,LOC100265663
Vitvi06g00575,VIT_06s0004g05910,LOC100243342
Vitvi06g00576,VIT_06s0004g05920,LOC100248466
Vitvi06g00577,VIT_06s0004g05940,LOC100253572
Vitvi06g00578,VIT_06s0004g05950,LOC100265690
Vitvi06g00579,VIT_06s0004g05960,LOC100258718
Vitvi06g00580,VIT_06s0004g05980,LOC100253599
Vitvi06g00580,VIT_06s0004g05970,LOC100253599
Vitvi06g00581,VIT_06s0004g05990,LOC100241603
Vitvi06g00581,VIT_06s0004g06000,LOC100241603
Vitvi06g00582,VIT_06s0004g06010,LOC100246735
Vitvi06g00583,VIT_06s0004g06020,LOC100251865
Vitvi06g00583,VIT_06s0004g06020,LOC104879534
Vitvi06g00584,VIT_06s0004g06030,LOC100256996
Vitvi06g00585,VIT_06s0004g06040,LOC100241629
Vitvi06g00586,VIT_06s0004g06050,LOC100246755
Vitvi06g00587,VIT_06s0004g06060,LOC100251888
Vitvi06g00588,,LOC104879532
Vitvi06g00589,VIT_06s0004g06070,LOC100244984
Vitvi06g00590,VIT_06s0004g06080,LOC100262103
Vitvi06g00591,VIT_06s0004g06090,LOC100267265
Vitvi06g00592,VIT_06s0004g06100,LOC100244960
Vitvi06g00593,VIT_06s0004g06110,LOC100255282
Vitvi06g00594,,LOC104879531
Vitvi06g00595,VIT_06s0004g06120,LOC100265577
Vitvi06g00598,VIT_06s0004g06140,LOC104879610
Vitvi06g00599,VIT_06s0004g06150,LOC100260337
Vitvi06g00600,VIT_06s0004g06160,LOC100243268
Vitvi06g00601,VIT_06s0004g06180,
Vitvi06g00602,VIT_06s0004g06190,
Vitvi06g00604,VIT_06s0004g06200,
Vitvi06g00605,VIT_06s0004g06210,LOC100243236
Vitvi06g00606,VIT_06s0004g06220,LOC100246658
Vitvi06g00607,VIT_06s0004g06240,LOC100248366
Vitvi06g00608,VIT_06s0004g06250,LOC100256927
Vitvi06g00608,VIT_06s0004g06250,LOC104879609
Vitvi06g00610,VIT_06s0004g06270,LOC100262025
Vitvi06g00611,VIT_06s0004g06280,LOC104879608
Vitvi06g00613,VIT_06s0004g06290,LOC100253483
Vitvi06g00614,VIT_06s0004g06300,LOC100245101
Vitvi06g00615,VIT_06s0004g06310,LOC100250225
Vitvi06g00617,VIT_06s0004g06320,LOC100255399
Vitvi06g00618,VIT_06s0004g06340,LOC100258625
Vitvi06g00618,VIT_06s0004g06330,LOC100258625
Vitvi06g00619,VIT_06s0004g06350,LOC100263774
Vitvi06g00621,VIT_06s0004g06370,LOC100265697
Vitvi06g00622,VIT_06s0004g06380,LOC100243372
Vitvi06g00624,VIT_06s0004g06410,
Vitvi06g00625,VIT_06s0004g06420,LOC100263911
Vitvi06g00626,VIT_06s0004g06430,LOC100241635
Vitvi06g00627,VIT_06s0004g06440,LOC100246760
Vitvi06g00629,VIT_06s0004g06480,LOC100262131
Vitvi06g00630,VIT_06s0004g06490,LOC100853495
Vitvi06g00631,VIT_06s0004g06500,LOC100267299
Vitvi06g00632,VIT_06s0004g06510,LOC100250203
Vitvi06g00633,VIT_06s0004g06520,
Vitvi06g00634,VIT_06s0004g06540,LOC100244987
Vitvi06g00635,VIT_06s0004g06550,LOC100250121
Vitvi06g00637,VIT_06s0004g06560,LOC100265583
Vitvi06g00638,,LOC100257108
Vitvi06g00639,VIT_06s0004g06570,LOC100243275
Vitvi06g00640,VIT_06s0004g06580,LOC100262214
Vitvi06g00641,VIT_06s0004g06590,LOC100248399
Vitvi06g00642,VIT_06s0004g06600,LOC104879529
Vitvi06g00643,VIT_06s0004g06610,LOC100251977
Vitvi06g00644,VIT_06s0004g06620,LOC100258653
Vitvi06g00645,VIT_06s0004g06630,LOC100853312
Vitvi06g00646,VIT_06s0004g06640,LOC100260451
Vitvi06g00647,VIT_06s0004g06650,LOC100267383
Vitvi06g00648,VIT_06s0004g06660,LOC100255373
Vitvi06g00649,VIT_06s0004g06670,LOC100853282
Vitvi06g00650,VIT_06s0004g06680,LOC100852616
Vitvi06g00651,VIT_06s0004g06690,LOC100263805
Vitvi06g00652,VIT_06s0004g06700,LOC100241532
Vitvi06g00653,VIT_06s0004g06710,LOC100265670
Vitvi06g00654,VIT_06s0004g06720,LOC100251798
Vitvi06g00656,VIT_06s0004g06730,LOC100243349
Vitvi06g00657,VIT_06s0004g06750,LOC100267204
Vitvi06g00658,VIT_06s0004g06780,LOC100253580
Vitvi06g00659,VIT_06s0004g06790,LOC100258725
Vitvi06g00661,VIT_06s0004g06800,LOC104879607
Vitvi06g00662,VIT_06s0004g06810,LOC100243375
Vitvi06g00665,VIT_06s0004g06820,LOC100263882
Vitvi06g00666,VIT_06s0004g06830,LOC100241610
Vitvi06g00667,VIT_06s0004g06840,LOC100246740
Vitvi06g00668,VIT_06s0004g06850,LOC100241641
Vitvi06g00669,VIT_06s0004g06860,LOC100251869
Vitvi06g00670,VIT_06s0004g06870,LOC100246763
Vitvi06g00671,VIT_06s0004g06880,LOC100257001
Vitvi06g00672,VIT_06s0004g06890,LOC100262109
Vitvi06g00673,VIT_06s0004g06900,LOC100267272
Vitvi06g00674,VIT_06s0004g06910,LOC100262137
Vitvi06g00675,,LOC100852898
Vitvi06g00676,VIT_06s0004g06920,LOC100244966
Vitvi06g00677,VIT_06s0004g06930,LOC100244990
Vitvi06g00678,VIT_06s0004g06940,LOC100250102
Vitvi06g00679,VIT_06s0004g06950,LOC100255293
Vitvi06g00680,VIT_06s0004g06960,LOC100260376
Vitvi06g00681,VIT_06s0004g06970,LOC100854968
Vitvi06g00683,VIT_06s0004g06990,LOC100243279
Vitvi06g00686,VIT_06s0004g07000,LOC100246669
Vitvi06g00687,VIT_06s0004g07010,LOC100251804
Vitvi06g00688,VIT_06s0004g07020,LOC100256939
Vitvi06g00689,VIT_06s0004g07030,LOC100262036
Vitvi06g00690,VIT_06s0004g07040,LOC100244897
Vitvi06g00691,VIT_06s0004g07050,LOC100255265
Vitvi06g00692,VIT_06s0004g07060,LOC100232964
Vitvi06g00693,VIT_06s0004g07070,LOC100265561
Vitvi06g00694,VIT_06s0004g07080,LOC100260479
Vitvi06g00695,VIT_06s0004g07090,LOC100265705
Vitvi06g00696,VIT_06s0004g07100,LOC100243244
Vitvi06g00699,VIT_06s0004g07130,LOC100253488
Vitvi06g00700,VIT_06s0004g07140,LOC100258631
Vitvi06g00701,VIT_06s0004g07150,LOC100263779
Vitvi06g00702,VIT_06s0004g07170,LOC100258756
Vitvi06g00704,VIT_06s0004g07180,LOC100263920
Vitvi06g00705,VIT_06s0004g07190,LOC100246769
Vitvi06g00706,VIT_06s0004g07200,LOC100251897
Vitvi06g00707,VIT_06s0004g07210,LOC100241511
Vitvi06g00708,VIT_06s0004g07220,LOC100246845
Vitvi06g00709,VIT_06s0004g07240,LOC100262142
Vitvi06g00710,VIT_06s0004g07260,
Vitvi06g00712,VIT_06s0004g07270,
Vitvi06g00713,VIT_06s0004g07280,
Vitvi06g00714,VIT_06s0004g07300,
Vitvi06g00715,VIT_06s0004g07310,LOC100262223
Vitvi06g00716,,LOC104879525
Vitvi06g00719,VIT_06s0004g07340,LOC100246673
Vitvi06g00720,VIT_06s0004g07350,LOC100853238
Vitvi06g00721,VIT_06s0004g07360,LOC100267390
Vitvi06g00722,VIT_06s0004g07370,LOC100251809
Vitvi06g00723,VIT_06s0004g07380,LOC100245074
Vitvi06g00725,VIT_06s0004g07390,LOC100262041
Vitvi06g00726,VIT_06s0004g07400,LOC100267213
Vitvi06g00727,VIT_06s0004g07410,LOC100854660
Vitvi06g00728,VIT_06s0004g07420,LOC100250239
Vitvi06g00729,,LOC100250209
Vitvi06g00732,VIT_06s0004g07430,LOC100265711
Vitvi06g00733,VIT_06s0004g07440,LOC100255378
Vitvi06g00734,VIT_06s0004g07450,LOC104879521
Vitvi06g00735,,LOC100248514
Vitvi06g00736,VIT_06s0004g07460,LOC100260457
Vitvi06g00737,VIT_06s0004g07470,LOC100253616
Vitvi06g00738,VIT_06s0004g07480,LOC100263928
Vitvi06g00739,,LOC100241653
Vitvi06g00740,VIT_06s0004g07490,LOC100265673
Vitvi06g00741,VIT_06s0004g07510,LOC100243352
Vitvi06g00741,VIT_06s0004g07500,LOC100243352
Vitvi06g00742,VIT_06s0004g07520,LOC100246775
Vitvi06g00743,VIT_06s0004g07530,LOC100248478
Vitvi06g00744,VIT_06s0004g07540,LOC100251905
Vitvi06g00745,VIT_06s0004g07550,LOC100257036
Vitvi06g00746,VIT_06s0004g07570,LOC100267314
Vitvi06g00747,VIT_06s0004g07580,LOC100245001
Vitvi06g00750,VIT_06s0004g07590,
Vitvi06g00753,VIT_06s0004g07600,
Vitvi06g00754,VIT_06s0004g07620,
Vitvi06g00757,VIT_06s0004g07640,LOC104879603
Vitvi06g00758,VIT_06s0004g07650,LOC100253583
Vitvi06g00759,VIT_06s0004g07660,LOC100258727
Vitvi06g00761,VIT_06s0004g07680,LOC100263887
Vitvi06g00762,VIT_06s0004g07690,LOC104879518
Vitvi06g00763,VIT_06s0004g07700,LOC100241616
Vitvi06g00764,VIT_06s0004g07710,LOC100241658
Vitvi06g00766,VIT_06s0004g07720,
Vitvi06g00767,VIT_06s0004g07730,LOC100257043
Vitvi06g00768,VIT_06s0004g07740,LOC100854151
Vitvi06g00769,VIT_06s0004g07750,LOC100246743
Vitvi06g00770,VIT_06s0004g07760,LOC100251874
Vitvi06g00771,VIT_06s0004g07770,LOC100257005
Vitvi06g00772,VIT_06s0004g07790,LOC100262112
Vitvi06g00773,VIT_06s0004g07800,LOC100262150
Vitvi06g00773,VIT_06s0004g07810,LOC100262150
Vitvi06g00774,VIT_06s0004g07820,LOC100854085
Vitvi06g00775,VIT_06s0004g07830,LOC100244972
Vitvi06g00776,VIT_06s0004g07840,LOC100250139
Vitvi06g00777,VIT_06s0004g07860,LOC100255308
Vitvi06g00779,VIT_06s0004g07870,LOC100250106
Vitvi06g00780,VIT_06s0004g07880,LOC100260387
Vitvi06g00781,VIT_06s0004g07890,LOC100265602
Vitvi06g00782,VIT_06s0004g07900,LOC104879516
Vitvi06g00783,VIT_06s0004g07910,LOC100248417
Vitvi06g00784,VIT_06s0004g07920,LOC100255269
